Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
20816.32653061224,0.005393322543604401,97.07980578483826,3.0336449171479024e-06,2.9269686270057157e-10,2.809678504077647e-07,2.065081900309746e-05,0.0009142941984213504
21428.571428571428,0.005393322538647739,97.07980569561836,3.12286976621723e-06,2.9269685866849223e-10,2.809678504117968e-07,1.8460204164164385e-05,0.0009164848132602834
22040.81632653061,0.00539332253369108,97.07980560639847,3.2120946152045574e-06,2.9269685509262513e-10,2.8096785041537267e-07,1.6501961378798937e-05,0.0009184430560456488
22653.061224489793,0.005393322528734418,97.07980551717857,3.3013194641098834e-06,2.926968519245857e-10,2.8096785041854073e-07,1.4751445905206793e-05,0.0009201935715192409
23265.30612244898,0.005393322523777757,97.07980542795868,3.390544312933208e-06,2.9269684912112645e-10,2.809678504213442e-07,1.3186629642691945e-05,0.0009217583877817559
23877.551020408162,0.005393322518821098,97.0798053387388,3.479769161674533e-06,2.9269684664355606e-10,2.8096785042382177e-07,1.1787805088938124e-05,0.0009231572123355097
24489.795918367345,0.005393322513864438,97.0798052495189,3.5689940103338565e-06,2.9269684445730633e-10,2.80967850426008e-07,1.0537364940831761e-05,0.000924407652483616
25102.040816326527,0.005393322508907776,97.079805160299,3.6582188589111787e-06,2.9269684253147803e-10,2.8096785042793385e-07,9.419570592296345e-06,0.0009255254468321514
25714.28571428571,0.005393322503951115,97.07980507107911,3.7474437074065e-06,2.9269684083845366e-10,2.8096785042962685e-07,8.42035511879139e-06,0.0009265246623056565
26326.530612244896,0.005393322498994453,97.07980498185921,3.836668555819821e-06,2.926968393535218e-10,2.809678504311118e-07,7.527131749103403e-06,0.0009274178856753444
26938.77551020408,0.005393322494037794,97.07980489263932,3.925893404151141e-06,2.9269683805461354e-10,2.8096785043241073e-07,6.7286595831883175e-06,0.0009282163578412595
27551.020408163262,0.005393322489081133,97.07980480341944,4.01511825240046e-06,2.9269683692199923e-10,2.809678504335434e-07,6.014889358775633e-06,0.0009289301280656721
28163.26530612245,0.005393322484124472,97.07980471419954,4.104343100567778e-06,2.926968359380417e-10,2.809678504345273e-07,5.376837538540355e-06,0.0009295681798859074
28775.51020408163,0.005393322479167813,97.07980462497964,4.193567948653096e-06,2.926968350869628e-10,2.809678504353784e-07,4.806467627020412e-06,0.0009301385497974273
29387.755102040814,0.005393322474211151,97.07980453575975,4.282792796656412e-06,2.9269683435467013e-10,2.8096785043611073e-07,4.2966015758727954e-06,0.0009306484158485749
29999.999999999996,0.00539332246925449,97.07980444653985,4.372017644577727e-06,2.926968337285659e-10,2.809678504367368e-07,3.840822618311266e-06,0.0009311041948061364
