,variable,value
0,simulation_path,"C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PDIpy\PDIpy\examples\Beirao_et_al\Beirao_et_al, solution-12"
1,fa_g/L_conc,0.84772
2,fa_molar,0.0009349450174244476
3,photosensitizers,4.5681418233369464e+16
4,photosensitizer_molar,383.56665066484425
5,molecular_volume (m^3),1.2612426729013247e-28
6,volume_proportion,29.13334815685426
7,photon_moles_per_timestep,1.0544291762087393e-05
8,dissolved_mo_molar,2.812605472705227e-07
9,e_ps_decay_time (s),1.5000000000000002e-09
10,ps_excitation (s),5e-14
11,hv_photobleaching,6.96e-10
12,so_qy,0.48
13,e_ps_charge_transfer (s),5.000000000000001e-07
14,so_decay_time (s),4.000300030003e-05
15,so_rise_time (s),2e-06
16,k_fa,651.8966800000001
