Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
0.0,338.280051205963,0.0,0.0,2.81260547270523e-07,0.0,2.52524269190963e-06,0.0
12.244897959183673,264.91756453177464,73.24125268105249,0.12123399313524245,3.8784612134685703e-10,2.808727011492e-07,2.5231226065583845e-06,2.120085351241373e-09
24.489795918367346,191.55507757571917,146.2405722376767,0.4844013925665894,1.9404998569436754e-10,2.8106649728492824e-07,2.520986930034511e-06,4.255761875115759e-09
36.73469387755102,118.19259061953196,218.99875630355166,1.0887042828788118,1.2970542719897384e-10,2.8113084184339723e-07,2.5188522118614644e-06,6.390480048163337e-09
48.97959183673469,44.83010366330675,291.51660417693995,1.933343365715738,9.763640978562358e-11,2.8116291086101813e-07,2.516718954525779e-06,8.523737383848001e-09
61.224489795918366,-28.5323832929306,363.7949094173609,3.0175250815320918,7.81857579224614e-11,2.811823615128985e-07,2.5145873157278057e-06,1.0655376181821115e-08
73.46938775510203,-101.89487024917595,435.83446820502513,4.3404532501132245,6.525821422384935e-11,2.8119528905660257e-07,2.512457364138397e-06,1.2785327771229502e-08
85.71428571428571,-175.257357205427,507.636057644709,5.901350766680487,5.603207133368703e-11,2.812045151995194e-07,2.5103291337813795e-06,1.4913558128246742e-08
97.95918367346938,-248.6198441616778,579.2004620970599,7.699433270580452,4.8707709114219853e-11,2.812118395616077e-07,2.508202643843251e-06,1.7040048066375667e-08
110.20408163265306,-321.9823311179403,650.528471696214,9.733910627688905,4.3943473500865745e-11,2.812166037973901e-07,2.506077912451563e-06,1.9164779458063383e-08
122.44897959183673,-395.34481807420156,721.620867694345,12.004001585819083,3.928959336713735e-11,2.8122125767743094e-07,2.5039549429046353e-06,2.128774900499108e-08
134.6938775510204,-468.7073050304653,792.478427995215,14.508928241212963,3.632499848269254e-11,2.812242222709983e-07,2.501833742201285e-06,2.3408949708341637e-08
146.93877551020407,-542.0697919867321,863.1019281936349,17.247914999059873,3.417411937045505e-11,2.8122637314941773e-07,2.4997143157333687e-06,2.5528376176257626e-08
159.18367346938774,-615.4322789429998,933.4921415922415,20.220188556721205,3.0481491486154495e-11,2.812300657770044e-07,2.4975966688790904e-06,2.764602303053577e-08
171.42857142857142,-688.7947658992703,1003.6498621873884,23.424954917844754,2.8335175657195464e-11,2.812322120931351e-07,2.495480793044349e-06,2.976189886527721e-08
183.6734693877551,-762.1572528555427,1073.5758441257656,26.86145993574038,2.6477064140456273e-11,2.812340702045635e-07,2.49336669489392e-06,3.187599701570649e-08
195.91836734693877,-835.5197398118173,1143.2708425004075,30.528948517372903,2.485131287959312e-11,2.8123569595582305e-07,2.491254374683531e-06,3.39883172260951e-08
208.16326530612244,-908.8822267680938,1212.7355943635464,34.426683610510814,2.351565136159301e-11,2.8123703161727544e-07,2.4891438327182016e-06,3.6098859191423956e-08
220.40816326530611,-982.2447137243728,1281.9708804485135,38.55388448182264,2.279714406437297e-11,2.8123775012421864e-07,2.4870350695272866e-06,3.820762238233922e-08
232.6530612244898,-1055.607200680653,1350.9774652887213,42.90978659789522,2.1839421389878865e-11,2.812387078443322e-07,2.484928088480958e-06,4.0314603428667833e-08
244.89795918367346,-1128.9696876369342,1419.7561047947243,47.49363404817294,1.955780770995999e-11,2.812409894570316e-07,2.482822881039824e-06,4.241981086980119e-08
257.1428571428571,-1202.3321745932183,1488.3075514784346,52.304674320746976,1.8958834905421634e-11,2.812415884303532e-07,2.4807194445987647e-06,4.452324731086065e-08
269.3877551020408,-1275.6946615495042,1556.6325554892574,57.342157266209895,1.8275880212499423e-11,2.812422713855319e-07,2.478617784482843e-06,4.662490742678237e-08
281.63265306122446,-1349.057148505792,1624.731864879106,62.605334832648694,1.7577945817491017e-11,2.812429693241658e-07,2.4765179003865914e-06,4.872479152303416e-08
293.87755102040813,-1422.419635462081,1692.6062253255134,68.09346134253032,1.6712413691673697e-11,2.812438348584086e-07,2.4744197901908213e-06,5.082290171880431e-08
306.1224489795918,-1495.7821224183724,1760.2563799475927,73.80579367674218,1.6246853679411777e-11,2.8124430041893326e-07,2.4723234531963794e-06,5.291923871324675e-08
318.3673469387755,-1569.1446093746652,1827.6830693644715,79.74159121615614,1.535485459573629e-11,2.812451924167312e-07,2.4702288867668994e-06,5.5013805142726686e-08
330.61224489795916,-1642.5070963309606,1894.8870317323574,85.90011580456576,1.5400790428897904e-11,2.812451464767254e-07,2.4681360924097426e-06,5.710659949988347e-08
342.85714285714283,-1715.869583287256,1961.869002769152,92.28063172406674,1.3642325356318185e-11,2.812469049394432e-07,2.4660450632846466e-06,5.9197628624979295e-08
355.1020408163265,-1789.232070243555,2028.629715765084,98.88240568443334,1.3431831396356796e-11,2.812471154316944e-07,2.463955800327658e-06,6.128689158196811e-08
367.3469387755102,-1862.5945571998564,2095.169901589771,105.70470681604802,1.4106913683590127e-11,2.8124644034880516e-07,2.4618683082780215e-06,6.337438363160453e-08
379.59183673469386,-1935.9570441561573,2161.4902886991486,112.74680666297076,1.2382976176791848e-11,2.8124816428204605e-07,2.4597825792135007e-06,6.546011269612541e-08
391.83673469387753,-2009.3195311124628,2227.5916031429565,120.00797917546849,1.3402723295342755e-11,2.812471445303913e-07,2.4576986177442342e-06,6.75440741653919e-08
404.0816326530612,-2082.682018068767,2293.4745685725366,127.48750070219256,1.13481129372282e-11,2.812491991435713e-07,2.45561641474957e-06,6.962627716005658e-08
416.3265306122449,-2156.0445050250755,2359.139906248793,135.18464998224468,1.2095825174656785e-11,2.81248451433792e-07,2.4535359743193837e-06,7.170671759024273e-08
