time (hr),oxidation_proportion
0.0,0.0
0.003401360544217687,0.0008395570683299882
0.006802721088435374,0.001685288265064728
0.01020408163265306,0.0025306399533942445
0.013605442176870748,0.0033754131478753915
0.017006802721088433,0.004219545398926928
0.02040816326530612,0.005063009512785104
0.023809523809523808,0.005905792015962192
0.027210884353741496,0.0067478853105757235
0.030612244897959183,0.007589282218086804
0.03401360544217687,0.008429981432356097
0.03741496598639455,0.00926998018184123
0.04081632653061224,0.010109276331358349
0.044217687074829926,0.01094786775113066
0.047619047619047616,0.011785757844435465
0.0510204081632653,0.012622943972011412
0.05442176870748299,0.013459426032589617
0.057823129251700675,0.014295203905382048
0.061224489795918366,0.01513027738076377
0.06462585034013606,0.015964645124141055
0.06802721088435373,0.016798310517126065
0.07142857142857142,0.01763127459135087
0.0748299319727891,0.01846353523808198
0.07823129251700679,0.01929509257828512
0.08163265306122448,0.020125947451162123
0.08503401360544217,0.020956100133579014
0.08843537414965985,0.021785551669540493
0.09183673469387754,0.022614301462129414
0.09523809523809523,0.02344235222010015
0.09863945578231292,0.024269703572777017
0.1020408163265306,0.025096353643411545
0.10544217687074829,0.025922305569221746
0.10884353741496598,0.026747557524585512
0.11224489795918367,0.02757211312129534
0.11564625850340135,0.028395970739753744
0.11904761904761904,0.029219130805432526
0.12244897959183673,0.03004159371814494
0.12585034013605442,0.030863361077637996
0.1292517006802721,0.03168443271822239
0.1326530612244898,0.03250481032596056
0.13605442176870747,0.03332449242203414
0.13945578231292516,0.034143482939964664
0.14285714285714285,0.0349617757607514
0.14625850340136054,0.03577937677214858
0.1496598639455782,0.036596289926249456
0.15306122448979592,0.03741251034117928
0.15646258503401358,0.038228037964475894
0.1598639455782313,0.039042875805901295
0.16326530612244897,0.03985702193244579
0.16666666666666666,0.04067048069298298
