time (hr),oxidation_proportion,percent_reduction
0.0,0.0,0.0
0.034482758620689655,0.15821223782473207,1.9776529728091508
0.06896551724137931,0.29139719332932135,3.642464916616517
0.10344827586206896,0.4035122271692844,5.043902839616055
0.13793103448275862,0.4978903647535876,6.223629559419845
0.1724137931034483,0.577337856885397,7.216723211067462
0.20689655172413793,0.6442148696669444,8.052685870836806
0.2413793103448276,0.700509393491701,8.756367418646263
0.27586206896551724,0.7478972176717913,9.348715220897391
0.3103448275862069,0.787787362090673,9.847342026133413
0.3448275862068966,0.8213653751589157,10.267067189486447
0.37931034482758624,0.8496305007698058,10.620381259622572
0.41379310344827586,0.8734237714966513,10.91779714370814
0.4482758620689655,0.8934522240884827,11.168152801106034
0.4827586206896552,0.910310773508794,11.378884668859925
0.5172413793103449,0.9245022263110074,11.556277828887593
0.5517241379310345,0.9364486707437918,11.705608384297397
0.5862068965517242,0.9465046188689027,11.831307735861284
0.6206896551724138,0.9549692742678889,11.93711592834861
0.6551724137931035,0.962094672425699,12.026183405321238
0.6896551724137931,0.9680925994538319,12.101157493172899
0.7241379310344828,0.9731414088849505,12.16426761106188
0.7586206896551725,0.9773913476323316,12.217391845404144
0.7931034482758621,0.9809688142074144,12.26211017759268
0.8275862068965517,0.9839801967907404,12.299752459884255
0.8620689655172413,0.9865150733780002,12.331438417225002
0.896551724137931,0.9886488527912493,12.358110659890615
0.9310344827586207,0.9904449935040215,12.380562418800269
0.9655172413793104,0.9919569227463647,12.399461534329559
1.0,0.9932296140250346,12.415370175312933
