Time (s),[ps],[e_ps],[so],[b_ps],[fa],[ofa]
0.0,1.8e-06,0.0,0.0,0.0,0.010975945912449,0.0
180.7531380753138,3.3886435503469514e-08,1.7660896842010612e-06,2.3799849474393202e-07,2.3880295469846564e-11,0.0104080834068758,0.0013106035863831372
361.5062761506276,3.388598590122516e-08,1.766066251878543e-06,2.3801722008624255e-07,4.776222023118845e-11,0.00986950546295228,0.0025534869588541287
542.2594142259414,3.388553627064656e-08,1.7660428180793028e-06,2.3803481955660857e-07,7.164565004942874e-11,0.009358709748020876,0.003732139297956246
723.0125523012553,3.388508661380729e-08,1.7660193829114116e-06,2.3805135049234263e-07,9.553047477990504e-11,0.008874272578966745,0.004849864976524622
903.7656903765691,3.388463693267651e-08,1.765995946477498e-06,2.3806686740774885e-07,1.1941658982453405e-10,0.008414841349753545,0.005909802049344418
1084.5188284518829,3.388418722911593e-08,1.7659725088745898e-06,2.3808142189657852e-07,1.43303896293168e-10,0.007979136666608636,0.006914917412372032
1265.2719665271966,3.388373750490186e-08,1.7659490701952653e-06,2.3809506323966173e-07,1.6719229983176217e-10,0.007565937374316562,0.00786804193905422
1446.0251046025105,3.388328776172101e-08,1.7659256305274327e-06,2.3810783827376054e-07,1.9108171084496646e-10,0.007174083456228666,0.008771863803556124
1626.7782426778244,3.3882838001168e-08,1.7659021899541995e-06,2.3811979131895912e-07,2.1497204463119904e-10,0.0068024778091648076,0.009628924428697885
1807.5313807531381,3.388238822475278e-08,1.765878748554261e-06,2.3813096438077358e-07,2.3886322098502685e-10,0.006450081177487829,0.010441630407567307
1988.2845188284518,3.388193843390916e-08,1.7658553064023457e-06,2.3814139737995473e-07,2.627551637439978e-10,0.00611590636564264,0.01121226709103056
2169.0376569037658,3.388148862999931e-08,1.765831863569445e-06,2.381511282700191e-07,2.8664780055458227e-10,0.005799015257281884,0.011943005605045047
2349.7907949790797,3.388103881431612e-08,1.7658084201229427e-06,2.3816019310267312e-07,3.10541062739998e-10,0.005498517138076946,0.012635906812936111
2530.543933054393,3.3880588988087126e-08,1.7657849761268157e-06,2.3816862612986298e-07,3.344348850961344e-10,0.005213566098108495,0.01329292743348645
2711.297071129707,3.388013915247459e-08,1.7657615316416376e-06,2.3817645980654625e-07,3.583292058867096e-10,0.004943360966480659,0.01391592018632227
2892.050209205021,3.3879689308582996e-08,1.7657380867249731e-06,2.3818372499138673e-07,3.8222396644264795e-10,0.004687140196912272,0.014506645803115979
3072.803347280335,3.387923945745668e-08,1.76571464143125e-06,2.3819045088268343e-07,4.0611911129184897e-10,0.004444183516210775,0.015066769137476977
3253.556485355649,3.3878789600087345e-08,1.7656911958121532e-06,2.381966652202659e-07,4.300145877581405e-10,0.004213806803198115,0.01559787118894553
