Time (h),oxidation,excitation,log10-oxidation,log10-excitation,log10-inactivation
0.0502092050209205,0.04863599839736804,0.9366503174434561,0.02165328575310898,1.198255557012374,2.8716648292616327
0.100418410041841,0.09460797888173296,0.9366178394061713,0.043163337098969586,1.1980329605072813,2.8931748806074933
0.1506276150627615,0.1380903857718555,0.9365853630130155,0.06453827489467458,1.1978104892948032,2.9145498184031986
0.200836820083682,0.17924274744964802,0.9365528882752764,0.08578527097610471,1.197588143318137,2.9357968144846285
0.2510460251046025,0.21821204551343112,0.9365204152038796,0.10691102530862666,1.1973659225180637,2.9569225688171503
0.301255230125523,0.2551341826883285,0.9364879438094351,0.1279219555063438,1.1971438268332655,2.977933499014868
0.3514644351464435,0.2901347195215349,0.9364554741022131,0.14882406465603468,1.1969218562001704,2.9988356081645584
0.401673640167364,0.32332987790806617,0.936423006092163,0.16962299907005365,1.1967000105530872,3.0196345425785776
0.4518828451882846,0.3548271987181519,0.9363905397889034,0.1903239495629751,1.1964782898241406,3.040335493071499
0.502092050209205,0.38472656904704217,0.9363580752017663,0.21093183843001642,1.1962566939435806,3.0609433819385403
0.5523012552301255,0.4131208868221919,0.9363256123398064,0.23145134659996874,1.1960352228398505,3.0814628901084924
0.602510460251046,0.44009658385221484,0.9362931512118037,0.25188688272897325,1.195813876439609,3.101898426237497
0.6527196652719666,0.4657341684562876,0.9362606918262737,0.2722425998139558,1.1955926546678035,3.1222541433224795
0.702928870292887,0.4901087237912736,0.9362282341914784,0.2925224183655757,1.195371557447751,3.1425339618740997
0.7531380753138075,0.5132903750218002,0.9361957783154383,0.312730065234635,1.1951505847012238,3.1627416087431586
0.803347280334728,0.5353445619885638,0.9361633242059281,0.3328689757968271,1.1949297363484226,3.182880519305351
0.8535564853556485,0.5563327057075672,0.9361308718705208,0.35294258487786306,1.1947090123082833,3.202954128386387
0.9037656903765692,0.5763120566298163,0.9360984213165394,0.37295389427680015,1.1944884124981487,3.222965437785324
0.9539748953974896,0.5953365456270199,0.9360659725511317,0.3929060154770287,1.1942679368342837,3.2429175589855523
1.00418410041841,0.6134565188316661,0.9360335255812138,0.4128016464562604,1.1940475852314931,3.2628131899647843
1.0543933054393306,0.6307194007359771,0.9360010804135275,0.4326435080920561,1.193827357603515,3.28265505160058
1.104602510460251,0.6471696628258441,0.9359686370546165,0.45243408028370957,1.1936072538628626,3.3024456237922335
1.1548117154811717,0.6628491485972774,0.935936195510849,0.4721757392676691,1.193387273920979,3.322187282776193
1.205020920502092,0.6777972310060866,0.9359037557884186,0.4918707315964729,1.1931674176882496,3.3418822751049966
1.2552301255230125,0.6920509952446242,0.9358713178933543,0.5115211951455628,1.1929476850740697,3.3615327386540867
1.3054393305439331,0.7056453677274419,0.9358388818315221,0.5311291252855445,1.1927280759868566,3.3811406687940684
1.3556485355648535,0.7186132548255131,0.9358064476086293,0.5506963640198153,1.1925085903340864,3.4007079075283393
1.405857740585774,0.7309858077194901,0.9357740152302475,0.57022480748264,1.1922892280224469,3.4202363509911637
1.4560669456066946,0.7427924820153888,0.9357415847018099,0.589716341457325,1.192069988957824,3.4397278849658486
1.506276150627615,0.7540608431569598,0.9357091560285788,0.6091723201956938,1.1918508730450843,3.459183863704218
