,x_fit,y_fit
0,0.0502092050209205,0.10347545761446957
1,0.051377931288395906,0.1037064316390528
2,0.05257386215087966,0.10394674305676224
3,0.05379763085330708,0.10419676412161505
4,0.05504988538073896,0.10445688149518106
5,0.056331288801469724,0.10472749676817308
6,0.05764251961812152,0.1050090269978824
7,0.05898427212691139,0.10530190526167395
8,0.0603572567852806,0.10560658122673085
9,0.06176220058808173,0.10592352173621022
10,0.06319984745252222,0.10625321141194122
11,0.06467095861206802,0.10659615327376037
12,0.06617631301951674,0.10695286937554067
13,0.06771670775945249,0.10732390145792536
14,0.06929295847030224,0.1077098116177295
15,0.07090589977621575,0.1081111829939167
16,0.07255638572899897,0.10852862046999898
17,0.07424529026033393,0.10896275139264018
18,0.07597350764452535,0.10941422630617109
19,0.07774195297201864,0.10988371970264305
20,0.07955156263393971,0.11037193078695937
21,0.08140329481791396,0.11087958425652769
22,0.08329813001542599,0.11140743109477073
23,0.08523707154098979,0.1119562493777197
24,0.0872211460634031,0.11252684509278958
25,0.08925140414936825,0.11312005296870174
26,0.09132892081976697,0.11373673731537332
27,0.09345479611888331,0.11437779287243544
28,0.09563015569687673,0.11504414566487342
29,0.09785615140581358,0.11573675386409872
30,0.10013396190957223,0.1164566086525668
31,0.10246479330794502,0.1172047350898444
32,0.10484987977526776,0.11798219297780495
33,0.10729048421391471,0.11879007772238939
34,0.10978789892300457,0.11962952118911364
35,0.11234344628267269,0.12050169254923024
36,0.11495847945427064,0.1214077991131614
37,0.11763438309686476,0.12234908714751276
38,0.12037257410041252,0.12332684267165132
39,0.12317450233600519,0.12434239222948691
40,0.12604165142357424,0.1253971036317347
41,0.12897553951746718,0.12649238666355483
42,0.13197772011030998,0.12762969375206698
43,0.1350497828555808,0.12881052058782044
44,0.13819335440933075,0.13003640669386546
45,0.1414100992914978,0.13130893593562082
46,0.14470172076726925,0.13262973696426442
47,0.14806996174896042,0.13400048358589292
48,0.15151660571888548,0.13542289504819902
49,0.15504347767371107,0.1368987362359109
50,0.15865244509079124,0.13842981776572036
51,0.16234541891699594,0.14001799597090533
52,0.16612435458055666,0.14166517276532634
53,0.16999125302646503,0.14337329537595192
54,0.17394816177597233,0.14514435593254704
55,0.17799717601075118,0.14698039090264733
56,0.1821404396822936,0.14888348035944632
57,0.18638014664713234,0.15085574706974594
58,0.1907185418284872,0.15289935538867389
59,0.19515792240495086,0.1550165099474576
60,0.19970063902684426,0.15720945412017573
61,0.204349097060885,0.15948046825509057
62,0.20910575786382785,0.16183186765591015
63,0.2139731400857526,0.16426600029814778
64,0.2189538210036881,0.16678524426564828
65,0.22405043788627946,0.16939200489235023
66,0.22926568939022088,0.17208871159446282
67,0.2346023369891932,0.17487781437846694
68,0.24006320643606338,0.17776178001072135
69,0.24565118925911925,0.18074308783497484
70,0.25136924429313295,0.18382422522477604
71,0.25722039924606266,0.18700768265864265
72,0.2632077523022228,0.19029594840692238
73,0.26933447376277153,0.19369150282055916
74,0.2756038077243838,0.1971968122134895
75,0.2820190737969997,0.20081432233214372
76,0.28858366886155606,0.20454645140753322
77,0.2953010688686342,0.20839558278767628
78,0.30217483067897416,0.2123640571506606
79,0.30920859394683103,0.21645416430147046
80,0.31640608304717066,0.2206681345588214
81,0.32377110904772466,0.22500812974164897
82,0.3313075717269496,0.22947623376858933
83,0.33901946163895746,0.23407444288775497
84,0.3469108622265135,0.23880465555834926
85,0.35498595198321703,0.24366866201014653
86,0.36324900666601223,0.248668133511583
87,0.37170440155920004,0.25380461138211813
88,0.3803566137911493,0.2590794957896062
89,0.3892102247049347,0.26449403437862196
90,0.398269922284156,0.2700493107809603
91,0.40754050363522354,0.27574623306482526
92,0.4170268775274247,0.2815855221844733
93,0.42673406699211475,0.28756770049720937
94,0.43666721198241043,0.2936930804195791
95,0.4468315720947931,0.2999617532992679
96,0.457232529354063,0.30637357858352576
97,0.46787559106311905,0.31292817336879686
98,0.47876639271907434,0.31962490241953967
99,0.48991070099724915,0.32646286874689695
100,0.5013144168046234,0.333440904839809
101,0.5129835784043649,0.34055756464227027
102,0.5249243646130868,0.3478111163706253
103,0.5371430980725297,0.355199536263992
104,0.5496462485973964,0.36272050335902783
105,0.5624404366011186,0.3703713953772588
106,0.5755324366013608,0.37814928580899715
107,0.5889291808071268,0.38605094227250264
108,0.6026377627893602,0.39407282622041534
109,0.6166654412369885,0.4022110940576716
110,0.6310196438003967,0.41046159972609414
111,0.6457079710243626,0.41881989880068976
112,0.6607382003725465,0.42728125413147766
113,0.6761182903456509,0.43584064305246895
114,0.6918563846954473,0.44449276616639516
115,0.7079608167368872,0.4532320577000259
116,0.7244401137605896,0.462052697410641
117,0.74130300154804,0.4709486240095613
118,0.758558408991885,0.47991355005383113
119,0.7762154728237813,0.4889409782423715
120,0.7942835424522883,0.49802421903840355
121,0.812772184913379,0.5071564095259156
122,0.83169118993618,0.5163305333946073
123,0.8510505751266297,0.5255394419353343
124,0.8708605912717988,0.5347758759167845
125,0.8911317277676746,0.5440324882041297
126,0.9118747181732958,0.5533018669719107
127,0.9331005458941645,0.5625765593565379
128,0.9548204499979589,0.5718490953886888
129,0.9770459311656119,0.5811120120425974
130,0.9997887577809187,0.5903578772378805
131,1.023060972161893,0.5995793136300879
132,1.0468748969371668,0.608769022028637
133,1.0712431415708208,0.6179198042851449
134,1.0961786090390868,0.6270245855012943
135,1.1216945026624736,0.6360764354132065
136,1.1478043330969159,0.6450685888186545
137,1.1745219254876633,0.6539944649242206
138,1.2018614267896908,0.6628476855014617
139,1.229837313258502,0.6716220917541137
140,1.2584643981153065,0.6803117598121402
141,1.2877578393906088,0.6889110147827558
142,1.3177331479503853,0.6974144433032564
143,1.3484061957090776,0.7058169045553077
144,1.3797932240337665,0.714113539715092
145,1.411910852343972,0.7222997798281755
146,1.4447760869116253,0.7303713521119529
147,1.478406329865888,0.7383242847018833
148,1.5128193884075676,0.7461549098702915
149,1.5480334842380292,0.7538598657581558
150,1.584067263207575,0.7614360966709095
151,1.6209398051884154,0.768880851998805
152,1.6586706341774586,0.7761916838307037
153,1.6972797286342522,0.7833664433372982
154,1.7367875320595774,0.7904032760056702
155,1.7772149638202672,0.797300615811776
156,1.818583430226012,0.804057178420952
157,1.8609148358639833,0.8106719535088661
158,1.90423159519731,0.8171441962966005
159,1.9485566444335283,0.8234734183937646
160,1.99391345366929,0.8296593780427999
161,2.0403260393177765,0.8357020698560576
162,2.087818976825373,0.8416017141348405
163,2.1364174136843657,0.8473587458565662
164,2.1861470827485228,0.8529738034125534
165,2.237034315858632,0.8584477171748218
166,2.2891060577852067,0.8637814979657552
167,2.3423898804957206,0.8689763254996447
168,2.3969139977539653,0.8740335368600688
169,2.452707280059217,0.8789546150718501
170,2.5097992699331644,0.8837411778210531
171,2.5682201975626553,0.8883949663711864
172,2.6280009968065716,0.892917834718543
173,2.689173321575299,0.8973117390244614
174,2.7517695625914538,0.9015787273573133
175,2.8158228645407655,0.9057209297722099
176,2.8813671436221675,0.9097405487518375
177,2.9484371055064207,0.9136398500274867
178,3.0170682637127437,0.9174211537952541
179,3.0872969584132113,0.9210868263385924
180,3.159160375674867,0.9246392720648516
181,3.2326965671497208,0.9280809259602236
182,3.3079444702230956,0.9314142464645498
183,3.3849439286309466,0.9346417087647843
184,3.463735713557117,0.9377657985035233
185,3.544361545221652,0.9407890058968905
186,3.6268641149716445,0.9437138202542151
187,3.7112871078862923,0.9465427248903219
188,3.79767522590812,0.9492781924198856
189,3.886074211512653,0.9519226804221359
190,3.976530871929027,0.9544786274632491
191,4.069093103924413,0.9569484494630005
192,4.163809919165322,0.9593345363916569
193,4.260731470169274,0.9616392492826575
194,4.359909076860538,0.9638649175463464
195,4.461395253744002,0.9660138365698551
196,4.5652437377115955,0.9680882655881937
197,4.6715095164959415,0.9700904258116649
198,4.780248857786353,0.9720224987948639
199,4.891519339022538,0.973886625032752
200,5.005379877881847,0.9756849027695829
201,5.121890763476147,0.9774193870068101
202,5.241113688274899,0.9790920886965
203,5.363111780771272,0.980704974107207
204,5.487949638908686,0.9822599643497343
205,5.61569336428538,0.9837589350506909
206,5.746410597155191,0.9852037161622614
207,5.880170552243024,0.986596091897124
208,6.017044055394053,0.9879378007779709
209,6.157103581075963,0.9892305357916181
210,6.300423290754136,0.9904759446382099
211,6.447079072160152,0.9916756300665439
212,6.597148579474296,0.9928311502870554
213,6.750711274443419,0.9939440194544962
214,6.907848468455888,0.995015708212834
215,7.068643365595965,0.9960476442953727
216,7.233181106700323,0.9970412131735477
217,7.401548814440068,0.9979977587482972
218,7.573835639452195,0.9989185840783348
219,7.7501328075447935,0.9998049521400476
220,7.9305336680010905,1.0006580866141455
221,8.11513374300783,1.0014791726945438
222,8.304030778234283,1.0022693579153255
223,8.497324794588515,1.0030297529919494
224,8.695118141178398,1.0037614326732034
225,8.897515549505469,1.0044654366006789
226,9.104624188920189,1.0051427701728424
227,9.316553723368097,1.00579440541103
228,9.533416369456775,1.0064212818249474
229,9.755326955874573,1.0070243072754832
230,9.982402984192312,1.0076043588328614
231,10.214764691080301,1.0081622836283652
232,10.452535111973667,1.008698899698048
233,10.695840146219522,1.00921499681702
234,10.944808623740656,1.0097113373230737
235,11.199572373250868,1.010188656928541
236,11.460266292058305,1.01064766551944
237,11.727028417493491,1.0110890479410704
238,12.000000000000002,1.0115134647693584
