,variable,value
0,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PDIpy\PDIpy\examples\2021-12-09-PDIpy-A3B_4Zn-Saureus-6
1,center_porphyrin_length,6.115819212738726e-10
2,sp2_extension,6.102500000000001e-10
3,sp3_diazirine,7.198734239946551e-10
4,linked_sp3_diazirine,5.85873423994655e-10
5,photosensitizers,1.221787306044277e+17
6,molecular_volume (m^3),5.034786249387848e-28
7,volume_proportion,27.734159874509395
8,area_proportion,935.0744523051765
9,photon_moles_per_second,0.013565679325187567
10,photon_moles_per_timestep,16.27881519022508
11,dissolved_mo_molar,2.812605472705227e-07
12,quantum_yield,0.48
13,healing,5
14,so_decay_time (s),1.03000300030003e-05
15,so_rise_time (s),2e-06
16,e_ps_charge_transfer (s),5.000000000000001e-07
17,e_ps_decay_time (s),1.5000000000000002e-09
18,ps_excitation (s),5e-14
19,hv_photobleaching,0.00027021176470588235
20,cell_radius (m),0.0006203504908994003
21,oxidized_membrane_volume_ratio,0.001902650954146388
22,oxidized_area_ratio,0.001902650954127227
23,fa_g/L_conc,911.52688172043
24,fa_molar,0.0010053172230370404
25,k_fa,1383.9909334558915
