,variable,value
0,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PDIpy\PDIpy\examples\2021-12-10-PDIpy-A3B_4Zn-Saureus-1
1,center_porphyrin_length,6.115819212738726e-10
2,sp2_extension,6.102500000000001e-10
3,sp3_diazirine,7.198734239946551e-10
4,linked_sp3_diazirine,5.85873423994655e-10
5,photosensitizers,1.221787306044277e+17
6,molecular_volume (m^3),1.1599509408023872e-27
7,volume_proportion,236.3017356278533
8,area_proportion,3458.1155780516874
9,photon_moles_per_second,0.003521433301949489
10,photon_moles_per_timestep,4.225719962339387
11,dissolved_mo_molar,2.812605472705227e-07
12,e_ps_calculated,338.280051205963
13,so_qy,0.48
14,so_decay_time (s),1.03000300030003e-05
15,so_rise_time (s),2e-06
16,e_ps_charge_transfer (s),5.000000000000001e-07
17,e_ps_decay_time (s),1.5000000000000002e-09
18,ps_excitation (s),5e-14
19,hv_photobleaching,0.0002702117647058823
20,fa_g/L_conc,911.52688172043
21,fa_molar,0.0010053172230370404
22,k_fa,618.2060416604421
