time (hr),oxidation_proportion,percent_reduction
0.0,0.0,0.0
0.034482758620689655,0.08298605459205936,1.037325682400742
0.06896551724137931,0.1590866839300148,1.9885835491251849
0.10344827586206896,0.22887302563518627,2.8609128204398284
0.13793103448275862,0.292868879565409,3.6608609945676127
0.1724137931034483,0.3515542386884735,4.394427983605919
0.20689655172413793,0.4053693046228473,5.067116307785591
0.2413793103448276,0.454718326352609,5.683979079407613
0.27586206896551724,0.49997194321913474,6.2496492902391845
0.3103448275862069,0.5414702419197855,6.768378023997319
0.3448275862068966,0.5795249724770971,7.2440621559637135
0.37931034482758624,0.614421794331629,7.680272429145363
0.41379310344827586,0.6464225946849341,8.080282433561676
0.4482758620689655,0.6757675075708177,8.447093844635221
0.4827586206896552,0.7026767416348271,8.783459270435339
0.5172413793103449,0.7273527865673658,9.091909832092073
0.5517241379310345,0.7499810234809609,9.37476279351201
0.5862068965517242,0.7707314436596464,9.63414304574558
0.6206896551724138,0.7897598867358169,9.87199858419771
0.6551724137931035,0.8072091041606733,10.090113802008416
0.6896551724137931,0.8232100818934002,10.290126023667503
0.7241379310344828,0.8378828549042142,10.473535686302677
0.7586206896551725,0.8513377873324763,10.641722341655955
0.7931034482758621,0.8636761098642202,10.795951373302753
0.8275862068965517,0.8749905841860859,10.937382302326073
0.8620689655172413,0.8853660915733416,11.06707614466677
0.896551724137931,0.8948804991408177,11.186006239260221
0.9310344827586207,0.9036051791835794,11.295064739794743
0.9655172413793104,0.9116056620306122,11.395070775382653
1.0,0.9189418441864533,11.486773052330665
