Time (s),[ps],[e_ps],[mo],[so],[fa],[ofa]
0.0,237329.457756178,0.0,2.81260547270523e-07,0.0,0.00100531722303704,0.0
603.0150753768844,233567.10617015205,3762.351586025933,2.77487851079291e-07,5.0112338988585475e-14,0.0010053134503909612,3.772646078892698e-09
1206.0301507537688,229864.39933841856,7465.058417759398,2.6654839103014887e-07,9.55106488952278e-14,0.0010053025109763103,1.4712060729723813e-08
1809.0452261306532,226220.39089542296,11109.066860754987,2.4938978824855473e-07,1.3298435378000584e-13,0.0010052853524110021,3.187062603762237e-08
2412.0603015075376,222634.15036520734,14695.307390970624,2.273700255053363e-07,1.6038376943821634e-13,0.0010052633326756587,5.389036138139656e-08
3015.075376884422,219104.76202451647,18224.695731661515,2.0208053796127073e-07,1.767795018426323e-13,0.0010052380432045104,7.917983252972179e-08
3618.0904522613064,215631.32485210442,21698.13290407355,1.7515546751879408e-07,1.8242718896756104e-13,0.0010052111181397155,1.0610489732451588e-07
4221.10552763819,212212.951732178,25116.506023999988,1.4811348051161848e-07,1.785821467160787e-13,0.0010051840761488632,1.331468881767346e-07
4824.120603015075,208848.7693189435,28480.68843723445,1.222454151618551e-07,1.671215428445191e-13,0.0010051582080720528,1.5901496498708932e-07
5427.13567839196,205537.91885330543,31791.538902872522,9.851192216686791e-08,1.5032974370224163e-13,0.0010051344745622662,1.827484747738666e-07
6030.150753768844,202279.5548776857,35049.90287849226,7.754039679607883e-08,1.3046308949299076e-13,0.0010051135030170288,2.0372002001132893e-07
6633.165829145728,199072.84512386774,38256.612632310236,5.964011714602489e-08,1.0950537879935872e-13,0.0010050956027164212,2.2162032061904883e-07
7236.180904522613,195916.97087698212,41412.486879195836,4.484125858014874e-08,8.912580163958315e-14,0.0010050808038374757,2.3641919956423636e-07
7839.195979899498,192811.1262802338,44518.33147594416,3.296766296806716e-08,7.044138138762689e-14,0.0010050689302231793,2.4829281386069267e-07
8442.21105527638,189754.51820419953,47574.939551978416,2.370958332775848e-08,5.4137471144835094e-14,0.001005059672127235,2.575509098049479e-07
9045.226130653265,186746.36610901772,50583.09164716022,1.6685847879766253e-08,4.051295491023503e-14,0.0010050526483781626,2.6457465887744477e-07
9648.24120603015,183785.90182874686,53543.55592743105,1.1494776796334248e-08,2.954633574693355e-14,0.0010050474572961125,2.69765740927469e-07
10251.256281407035,180872.36938112244,56457.08837505549,7.754928582456562e-09,2.0984437280388734e-14,0.0010050437174393366,2.7350559770327365e-07
10854.27135678392,178005.02476695305,59324.43298922487,5.122811235864385e-09,1.4626250155774813e-14,0.0010050410853156316,2.761377214081331e-07
11457.286432160803,175183.13577110207,62146.32198507585,3.3151284389214363e-09,9.877026438018317e-15,0.0010050392776280853,2.7794540895413506e-07
12060.301507537688,172405.98178894963,64923.47596722829,2.1021505718850566e-09,6.515950125192018e-15,0.0010050380646468575,2.7915839018202347e-07
12663.316582914573,169672.85364386914,67656.60411230876,1.3052349593822882e-09,4.343234199998913e-15,0.0010050372677290723,2.79955307967173e-07
13266.331658291456,166983.05340148427,70346.40435469362,7.926938810922466e-10,2.6308580140429523e-15,0.0010050367551862817,2.8046785075771185e-07
13869.34673366834,164335.8941897812,72993.5635663967,4.71290024693268e-10,1.7055182415747313e-15,0.0010050364337814998,2.807892555396314e-07
14472.361809045226,161730.70002597236,75598.75773020551,2.7634179753480936e-10,1.0312363078220687e-15,0.001005036238832597,2.80984204442507e-07
15075.37688442211,159166.80564428648,78162.65211189138,1.5747755052321e-10,5.862806035548728e-16,0.0010050361199679056,2.8110306913400825e-07
15678.391959798995,156643.55632519381,80685.90143098406,8.6834643471108e-11,3.6795346032015837e-16,0.0010050360493247808,2.811737122587189e-07
16281.407035175878,154160.30772800127,83169.1500281766,4.7393998397911535e-11,1.858540532015887e-16,0.0010050360098839528,2.812131530867089e-07
16884.42211055276,151716.4257273174,85613.03202886044,2.775292023282751e-11,5.5301207548721046e-17,0.0010050359902427418,2.8123279429785803e-07
17487.437185929648,149311.286249807,88018.17150637088,1.7272594242940762e-11,9.002359138613848e-17,0.0010050359797624472,2.812432745923317e-07
18090.45226130653,146944.27511495733,90385.18264122056,9.759678941355243e-12,3.682983354977321e-17,0.0010050359722494772,2.8125078756237064e-07
18693.467336683418,144614.78787919844,92714.66987697946,4.107139683390744e-12,1.5144698670721374e-17,0.0010050359665969165,2.8125644012303627e-07
19296.4824120603,142322.2296818428,95007.2280743351,8.085896198121577e-13,3.517366988571525e-18,0.001005035963298356,2.8125973868338657e-07
19899.497487437184,140066.0150926514,97263.4426635265,-1.0679216485391186e-13,-2.983428383619724e-18,0.0010050359623829691,2.812606540704017e-07
20502.51256281407,137845.56796114144,99483.88979503645,4.3240674006028385e-13,1.123014732011019e-18,0.0010050359629221726,2.8126011486718403e-07
21105.527638190953,135660.32127036192,101669.136485816,7.787921614454963e-13,1.8357127506278868e-18,0.0010050359632685585,2.812597684812843e-07
21708.54271356784,133509.7169924519,103819.74076372602,6.866626466278602e-13,2.44152687363636e-19,0.0010050359631764271,2.81259860612651e-07
22311.557788944723,131393.2059460414,105936.25181013656,1.9064713448539636e-13,2.0356822238320225e-18,0.0010050359626804133,2.8126035662641775e-07
22914.572864321606,129310.24765609,108019.21010008793,-2.7719993939518477e-13,1.3761332088230622e-18,0.0010050359622125657,2.812608244739947e-07
23517.587939698493,127260.31021538141,110069.14754079652,-3.236668356621685e-13,-1.3115786825160597e-18,0.0010050359621660962,2.8126087094346103e-07
24120.603015075376,125242.87014890273,112086.5876072752,-9.848508430475062e-14,-3.168047414697124e-19,0.001005035962391279,2.8126064576071084e-07
24723.61809045226,123257.41228026924,114072.04547590869,1.5152237269894015e-13,-8.0792058778334795e-19,0.0010050359626412857,2.812603957537909e-07
25326.633165829146,121303.42960012298,116026.02815605495,2.327508201132665e-13,3.4180720985727037e-19,0.0010050359627225155,2.812603145242449e-07
25929.64824120603,119380.42313671632,117949.03461946161,1.3123607530730023e-13,5.925532206229779e-19,0.001005035962621001,2.812604160387488e-07
26532.66331658291,117487.90183229279,119841.55592388514,-2.500507034705225e-13,5.884085534530828e-19,0.0010050359622397146,2.812607973254275e-07
27135.6783919598,115625.38240780348,121704.07534837445,-5.008001618546658e-13,-1.831108206711334e-18,0.0010050359619889627,2.812610480771663e-07
27738.69346733668,113792.38925452478,123537.06850165315,-7.61326438557637e-13,-4.1910816607903395e-18,0.0010050359617284343,2.812613086055673e-07
28341.708542713568,111988.45429286036,125341.00346331757,-8.513035995840656e-13,-5.4884166699584e-18,0.001005035961638456,2.812613985837477e-07
28944.72361809045,110213.11686346843,127116.3408927095,-7.423153740970467e-13,-4.900164741032694e-18,0.0010050359617474452,2.8126128959470663e-07
