,variable,value
0,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PDIpy\PDIpy\examples\2021-12-01-PDIpy-A3B_4Zn-Saureus-12
1,center_porphyrin_length,6.115819212738726e-10
2,sp2_extension,6.102500000000001e-10
3,sp3_diazirine,7.198734239946551e-10
4,linked_sp3_diazirine,5.85873423994655e-10
5,photosensitizers,3.4928416408e+16
6,molecular_volume (m^3),5.034786249387848e-28
7,volume_proportion,2.340464447657117
8,area_proportion,4.2204986670777915e-06
9,so_decay_time (s),4.000300030003e-05
10,so_rise_time (s),2e-06
11,e_ps_charge_transfer,5.000000000000001e-07
12,hv_photobleaching,5.688
13,photon_moles_per_timestep,2.1744051080613173e-05
14,dissolved_mo_molar,2.812605472705227e-07
15,quantum_yield,0.48
16,healing,5
17,cell_radius (m),0.0006203504908994003
18,oxidized_membrane_volume_ratio,0.001902650954146388
19,oxidized_area_ratio,0.001902650954127227
20,fa_g/L_conc,911.52688172043
21,fa_molar,0.0010053172230370404
22,k_fa,246112.2580645161
23,k_ps,10000000000.0
