time (hr),oxidation_proportion
0.0,0.0
0.3418803418803419,0.19260211353829815
0.6837606837606838,0.34811046993931904
1.0256410256410255,0.4736676258493138
1.3675213675213675,0.5750416567736312
1.7094017094017093,0.6568905818357724
2.051282051282051,0.7229750904398404
2.393162393162393,0.7763313680317963
2.735042735042735,0.819410978462635
3.0769230769230766,0.8541932828405671
3.4188034188034186,0.882276320918273
3.76068376068376,0.9049504531316018
4.102564102564102,0.923257445937026
4.444444444444445,0.9380384062320052
4.786324786324786,0.9499725047178817
5.128205128205128,0.9596080357198874
5.47008547008547,0.967387710252698
5.811965811965812,0.9736689927636148
6.153846153846153,0.9787404676192918
6.495726495726495,0.9828351502569552
6.837606837606837,0.986141182051917
7.179487179487179,0.9888104543492553
7.52136752136752,0.9909656123371999
7.863247863247863,0.9927056783031212
8.205128205128204,0.9941105978619483
8.547008547008547,0.9952449242404093
8.88888888888889,0.9961607743149837
9.23076923076923,0.9969002263764613
9.572649572649572,0.997497257535533
9.914529914529913,0.9979792974948523
10.256410256410255,0.9983684938938505
10.598290598290596,0.9986827297365057
10.94017094017094,0.9989364421277608
11.282051282051283,0.9991412882008717
11.623931623931623,0.9993066805623897
11.965811965811966,0.9994402209260349
12.307692307692307,0.9995480384133052
12.649572649572649,0.9996350856762604
12.99145299145299,0.9997053680003447
13.333333333333334,0.999762114520568
