Time (s),[ps],[e_ps],[mo],[so],[b_ps],[fa],[ofa],[eps],[oeps]
0.0,2e-05,0.0,0.000281260547270523,0.0,0.0,0.0109764263757248,0.0,1130.00418265611,0.0
180.7531380753138,1.2186598892989604e-06,1.878096386248813e-05,0.0002805472450704476,7.129259517040454e-07,3.7624821291759135e-10,0.010097916241697778,0.0009516852144388905,1124.5299968717088,5.4741857844005235
361.5062761506276,1.2186368835505356e-06,1.878060931783798e-05,0.0002805443843591945,7.154091123909875e-07,7.537986114977281e-10,0.009286799955853454,0.0018301092887608593,1119.0634190779028,10.940763578206491
542.2594142259414,1.21861379803274e-06,1.8780253543852478e-05,0.0002805415089889754,7.179056232931401e-07,1.1326581147963213e-09,0.008538132558591463,0.0026406687462912247,1113.6044961220819,16.399686534027257
723.0125523012553,1.2185906323182574e-06,1.877989653394622e-05,0.0002805386188362484,7.204156008532561e-07,1.5128337355350178e-09,0.007847324421868813,0.0033883706078506135,1108.1532742972306,21.85090835887859
903.7656903765691,1.2185673859760357e-06,1.8779538281476227e-05,0.0002805357137785546,7.229391602006645e-07,1.8943325477520635e-09,0.007210101202778897,0.004077876417341089,1102.7097999110133,27.29438274509565
1084.5188284518829,1.2185440585713879e-06,1.8779178779743482e-05,0.0002805327936948464,7.254764151795063e-07,2.2771616851469776e-09,0.006622491719908504,0.004713515627931885,1097.2741192895587,32.730063366550176
1265.2719665271966,1.2185206496660463e-06,1.8778818021993793e-05,0.0002805298584647442,7.280274784704865e-07,2.6613283401759434e-09,0.006080808704518973,0.005299306803579139,1091.8462787935118,38.15790386259712
1446.0251046025105,1.2184971588181717e-06,1.877845600141795e-05,0.00028052690796985774,7.305924616928338e-07,3.0468397638953457e-09,0.0055816224933638746,0.00583898655673011,1086.4263248462514,43.577857809857626
1626.7782426778244,1.2184735855823858e-06,1.8778092711152187e-05,0.0002805239420926249,7.331714754929912e-07,3.4337032654435e-09,0.005121744853829486,0.006336027336813997,1081.014303948767,48.98987870734184
1807.5313807531381,1.2184499295098141e-06,1.8777728144278823e-05,0.0002805209607158031,7.35764629612611e-07,3.821926211375215e-09,0.004698215348452005,0.006793652425811715,1075.6102626908767,54.393919965232165
1988.2845188284518,1.218426190148117e-06,1.8777362293826826e-05,0.0002805179637227386,7.383720329673479e-07,4.211516025068889e-09,0.004308288259717999,0.007214850320718244,1070.2142477622701,59.78993489383885
2169.0376569037658,1.2184023670415015e-06,1.8776995152771922e-05,0.0002805149509976449,7.409937937148528e-07,4.602480186588533e-09,0.0039494108831136234,0.0076023985881162335,1064.8263059757187,65.17787668039026
2349.7907949790797,1.2183784597307687e-06,1.8776626714037357e-05,0.0002805119224258889,7.436300192596929e-07,4.994826231886843e-09,0.0036192183843934966,0.007958869494076638,1059.446484268127,70.55769838798174
2530.543933054393,1.218354467753324e-06,1.8776256970494015e-05,0.00028050887789304456,7.462808164144117e-07,5.388561752671415e-09,0.0033155179740357917,0.00828664738498796,1054.0748297172609,75.92935293884796
2711.297071129707,1.218330390643198e-06,1.87758859149608e-05,0.00028050581728537063,7.489462914079066e-07,5.7836943960140855e-09,0.0030362759193630403,0.008587942950066057,1048.711389553849,81.29279310225996
2892.050209205021,1.218306227931064e-06,1.8775513540204873e-05,0.0002805027404893162,7.516265499508766e-07,6.180231864072218e-09,0.0027796085656378476,0.008864803059184417,1043.3562111698914,86.6479714862175
