Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
0.0,1.8e-08,0.0,0.0,0.2879892,0.0,0.0068231063300227,0.0
181.8181818181818,1.7779921845909746e-10,1.7822200781540916e-08,5.172340901054285e-26,0.28798458121974996,4.61878024964242e-06,0.0034251607882774832,0.0033979455417452115
363.6363636363636,1.7779921845110194e-10,1.7822200781548913e-08,1.0344681801553027e-25,0.2879845809772862,4.619022713415641e-06,0.0017193164421303907,0.005103789887892304
545.4545454545455,1.7779921844708807e-10,1.7822200781552926e-08,1.5517022701883688e-25,0.28798458085556594,4.619144433676488e-06,0.000863025846041437,0.005960080483981257
727.2727272727273,1.777992184450732e-10,1.782220078155494e-08,2.0689363602129958e-25,0.28798458079446443,4.619205535113585e-06,0.00043319998793811066,0.006389906342084584
909.090909090909,1.7779921844406178e-10,1.7822200781555957e-08,2.586170450233387e-25,0.2879845807637933,4.619236206315775e-06,0.00021744378978086869,0.0066056625402418235
1090.909090909091,1.7779921844355415e-10,1.7822200781556463e-08,3.1034045402516536e-25,0.28798458074839783,4.619251601861987e-06,0.00010914508729707994,0.006713961242725612
1272.7272727272727,1.777992184432993e-10,1.782220078155672e-08,3.6206386302688547e-25,0.2879845807406701,4.619259329652395e-06,5.4784853860536946e-05,0.006768321476162155
1454.5454545454545,1.7779921844317147e-10,1.7822200781556854e-08,4.13787272028552e-25,0.2879845807367912,4.619263208593105e-06,2.7498969813448725e-05,0.006795607360209243
1636.3636363636363,1.7779921844310724e-10,1.7822200781556917e-08,4.655106810301917e-25,0.28798458073484406,4.619265155610417e-06,1.3802957046496167e-05,0.006809303372976196
1818.181818181818,1.77799218443075e-10,1.7822200781556946e-08,5.172340900318178e-25,0.28798458073386674,4.619266132905913e-06,6.928317034725362e-06,0.006816178012987967
2000.0,1.7779921844305885e-10,1.7822200781556963e-08,5.689574990334371e-25,0.28798458073337624,4.619266623454125e-06,3.47762958993135e-06,0.00681962870043276
2181.818181818182,1.777992184430507e-10,1.7822200781556973e-08,6.2068090803505315e-25,0.28798458073313,4.6192668696820665e-06,1.7455765409732755e-06,0.006821360753481718
2363.6363636363635,1.777992184430466e-10,1.7822200781556973e-08,6.724043170366674e-25,0.2879845807330064,4.619266993274802e-06,8.76182272771609e-07,0.006822230147749919
2545.4545454545455,1.777992184430445e-10,1.7822200781556973e-08,7.241277260382807e-25,0.28798458073294436,4.619267055311484e-06,4.3979470848349914e-07,0.006822666535314208
2727.272727272727,1.777992184430435e-10,1.7822200781556973e-08,7.758511350398935e-25,0.28798458073291316,4.619267086450445e-06,2.207524470663384e-07,0.006822885577575627
2909.090909090909,1.7779921844304295e-10,1.7822200781556973e-08,8.275745440415061e-25,0.2879845807328975,4.61926710208037e-06,1.1080612007302151e-07,0.0068229955239026184
3090.909090909091,1.7779921844304272e-10,1.7822200781556973e-08,8.792979530431183e-25,0.28798458073288963,4.6192671099255215e-06,5.562059292757102e-08,0.006823050709429762
3272.7272727272725,1.7779921844304256e-10,1.7822200781556973e-08,9.310213620447303e-25,0.28798458073288574,4.61926711386353e-06,2.7919279357659933e-08,0.006823078410743332
3454.5454545454545,1.7779921844304253e-10,1.7822200781556973e-08,9.827447710463425e-25,0.28798458073288374,4.6192671158402535e-06,1.4014326093786891e-08,0.0068230923156965976
3636.363636363636,1.777992184430425e-10,1.7822200781556973e-08,1.0344681800479547e-24,0.28798458073288274,4.619267116832472e-06,7.034713994258579e-09,0.006823099295308697
3818.181818181818,1.777992184430425e-10,1.7822200781556973e-08,1.0861915890495667e-24,0.2879845807328822,4.619267117330309e-06,3.532747079082714e-09,0.006823102797275611
4000.0,1.7779921844304248e-10,1.7822200781556973e-08,1.1379149980511788e-24,0.28798458073288197,4.619267117580345e-06,1.773917270914915e-09,0.006823104556105419
4181.818181818182,1.7779921844304246e-10,1.7822200781556973e-08,1.1896384070527911e-24,0.2879845807328818,4.619267117705889e-06,8.907855434874818e-10,0.006823105439237146
4363.636363636364,1.7779921844304248e-10,1.7822200781556973e-08,1.2413618160544033e-24,0.28798458073288175,4.619267117768938e-06,4.472780967211263e-10,0.006823105882744594
4545.454545454545,1.777992184430425e-10,1.7822200781556973e-08,1.2930852250560157e-24,0.28798458073288175,4.61926711780051e-06,2.2517719284352937e-10,0.0068231061048454975
4727.272727272727,1.7779921844304243e-10,1.7822200781556973e-08,1.344808634057628e-24,0.28798458073288175,4.61926711781633e-06,1.1391854236772055e-10,0.006823106216104147
4909.090909090909,1.7779921844304246e-10,1.7822200781556973e-08,1.3965320430592401e-24,0.28798458073288175,4.61926711782436e-06,5.743028644412808e-11,0.006823106272592402
5090.909090909091,1.7779921844304246e-10,1.7822200781556973e-08,1.4482554520608523e-24,0.28798458073288175,4.619267117828392e-06,2.906576843634212e-11,0.00682310630095692
5272.727272727273,1.7779921844304246e-10,1.7822200781556973e-08,1.4999788610624647e-24,0.28798458073288175,4.619267117830275e-06,1.582181295889434e-11,0.006823106314200875
5454.545454545454,1.7779921844304246e-10,1.7822200781556973e-08,1.5517022700640771e-24,0.28798458073288175,4.619267117830967e-06,1.0953107206746225e-11,0.006823106319069581
