Time (s),[o],[so],[bcfa],[ofa]
0.0,2.81260547270523e-07,0.0,0.000934945017424448,0.0
0.010000833402783566,2.81260547270523e-07,1.1447955439751865e-37,0.000934945017424448,5.4526963469667135e-40
0.02000166680556713,2.81260547270523e-07,2.286766771815079e-37,0.000934945017424448,1.332122909301848e-39
0.0300025002083507,2.81260547270523e-07,3.428737999654972e-37,0.000934945017424448,2.1189761839070244e-39
0.04000333361113426,2.81260547270523e-07,4.556303468289758e-37,0.000934945017424448,3.448498324893547e-39
0.05000416701391783,2.81260547270523e-07,5.634100988467527e-37,0.000934945017424448,6.652792616848452e-39
0.0600050004167014,2.81260547270523e-07,6.7118985086452825e-37,0.000934945017424448,9.857086908803356e-39
0.07000583381948496,2.81260547270523e-07,7.789696028823058e-37,0.000934945017424448,1.3061381200758303e-38
0.08000666722226853,2.81260547270523e-07,8.86749354900082e-37,0.000934945017424448,1.6265675492713207e-38
0.0900075006250521,2.81260547270523e-07,9.945291069178582e-37,0.000934945017424448,1.9469969784668133e-38
0.10000833402783565,2.81260547270523e-07,1.1023088589356351e-36,0.000934945017424448,2.2674264076623058e-38
0.11000916743061923,2.81260547270523e-07,1.210088610953412e-36,0.000934945017424448,2.5878558368577984e-38
0.1200100008334028,2.81260547270523e-07,1.3178683629711886e-36,0.000934945017424448,2.908285266053291e-38
0.13001083423618637,2.81260547270523e-07,1.4256481149889651e-36,0.000934945017424448,3.2287146952487814e-38
0.1400116676389699,2.81260547270523e-07,1.5334278670067417e-36,0.000934945017424448,3.549144124444274e-38
0.15001250104175348,2.81260547270523e-07,1.641207619024518e-36,0.000934945017424448,3.8695735536397655e-38
0.16001333444453705,2.81260547270523e-07,1.7489873710422948e-36,0.000934945017424448,4.190002982835258e-38
0.17001416784732062,2.81260547270523e-07,1.8567671230600717e-36,0.000934945017424448,4.5104324120307506e-38
0.1800150012501042,2.81260547270523e-07,1.9645468750778482e-36,0.000934945017424448,4.830861841226243e-38
0.19001583465288774,2.81260547270523e-07,2.072326627095625e-36,0.000934945017424448,5.151291270421736e-38
0.2000166680556713,2.81260547270523e-07,2.1801063791134013e-36,0.000934945017424448,5.471720699617226e-38
0.21001750145845488,2.81260547270523e-07,2.287886131131178e-36,0.000934945017424448,5.792150128812719e-38
