Time (s),[ps],[e_ps],[b_ps],[so],[fa],[ofa]
0.0,1e-06,0.0,0.0,0.0,0.00100531722303704,0.0
63.1578947368421,-5.441387103776481e-15,1.7419660365616785e-15,1.000000003699421e-06,1.8630948636555874e-20,0.0010053172230367492,2.911378759683389e-16
126.3157894736842,-7.521221684630437e-17,1.7419660365616789e-15,9.999999983332462e-07,1.863094863655593e-20,0.001005317223036458,5.822759345374491e-16
189.4736842105263,-2.4447713992994752e-19,1.7419660365616789e-15,9.999999982582785e-07,1.8630948636555983e-20,0.0010053172230361667,8.734139931064682e-16
252.6315789473684,-1.9085247129151508e-19,1.7419660365616787e-15,9.99999998258225e-07,1.8630948636556034e-20,0.0010053172230358757,1.1645520516751615e-15
315.7894736842105,-1.3722780265308268e-19,1.7419660365616787e-15,9.999999982581711e-07,1.8630948636556088e-20,0.0010053172230355845,1.4556901102438546e-15
378.9473684210526,-8.360313401465027e-20,1.7419660365616787e-15,9.999999982581176e-07,1.863094863655614e-20,0.0010053172230352933,1.7468281688125478e-15
442.10526315789474,-2.997846537621789e-20,1.7419660365616787e-15,9.99999998258064e-07,1.863094863655619e-20,0.0010053172230350023,2.0379662273812407e-15
505.2631578947368,-1.525752397871721e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556242e-20,0.001005317223034711,2.329104285948177e-15
568.421052631579,-1.4932041127733535e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556296e-20,0.0010053172230344199,2.6202423445129215e-15
631.578947368421,-1.460655827674986e-22,1.7419660365616787e-15,9.999999982580343e-07,1.863094863655635e-20,0.0010053172230341289,2.911380403077666e-15
694.7368421052631,-1.428107542576619e-22,1.7419660365616787e-15,9.999999982580343e-07,1.86309486365564e-20,0.0010053172230338376,3.2025184616424077e-15
757.8947368421052,-1.3955592574782515e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556455e-20,0.0010053172230335464,3.493656520207154e-15
821.0526315789473,-1.3630109723798844e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556506e-20,0.0010053172230332554,3.784794578771894e-15
884.2105263157895,-1.330462687281517e-22,1.7419660365616787e-15,9.999999982580343e-07,1.863094863655656e-20,0.0010053172230329642,4.07593263733664e-15
947.3684210526316,-1.2979144021831497e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556615e-20,0.001005317223032673,4.367070695901385e-15
1010.5263157894736,-1.2653661170847824e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556666e-20,0.001005317223032382,4.6582087544661264e-15
1073.6842105263158,-1.2328178319864152e-22,1.7419660365616787e-15,9.999999982580343e-07,1.863094863655672e-20,0.0010053172230320908,4.949346813030871e-15
1136.842105263158,-1.200269546888048e-22,1.7419660365616787e-15,9.999999982580343e-07,1.863094863655677e-20,0.0010053172230317998,5.2404848715956126e-15
1200.0,-1.1677212617896807e-22,1.7419660365616787e-15,9.999999982580343e-07,1.8630948636556825e-20,0.0010053172230315086,5.531622930160357e-15
