time (hr),oxidation_proportion
0.0,0.0
0.034482758620689655,1.0
0.06896551724137931,1.0
0.10344827586206896,1.0
0.13793103448275862,1.0
0.1724137931034483,1.0
0.20689655172413793,1.0
0.2413793103448276,1.0
0.27586206896551724,1.0
0.3103448275862069,1.0
0.3448275862068966,1.0
0.37931034482758624,1.0
0.41379310344827586,1.0
0.4482758620689655,1.0
0.4827586206896552,1.0
0.5172413793103449,1.0
0.5517241379310345,1.0
0.5862068965517242,1.0
0.6206896551724138,1.0
0.6551724137931035,1.0
0.6896551724137931,1.0
0.7241379310344828,1.0
0.7586206896551725,1.0
0.7931034482758621,1.0
0.8275862068965517,1.0
0.8620689655172413,1.0
0.896551724137931,1.0
0.9310344827586207,1.0
0.9655172413793104,1.0
1.0,1.0
