time (hr),oxidation_proportion
0.0,0.0
0.17006802721088435,0.001098451302720577
0.3401360544217687,0.0021956893390925026
0.510204081632653,0.0032917132271345945
0.6802721088435374,0.004386522942020252
0.8503401360544217,0.0054801210955376
1.020408163265306,0.006572507438680757
1.1904761904761905,0.007663684797249027
1.3605442176870748,0.00875365302220312
1.530612244897959,0.009842414833477775
1.7006802721088434,0.010929970998430868
1.8707482993197277,0.012016325794854428
2.040816326530612,0.013101477871133015
2.2108843537414966,0.014185427543039225
2.380952380952381,0.01526817512634565
2.5510204081632653,0.016349723209329557
2.7210884353741496,0.017430076074702282
2.8911564625850334,0.018509231924215233
3.061224489795918,0.019587191719968113
3.2312925170068025,0.02066395642406065
3.401360544217687,0.021739528097688185
3.5714285714285707,0.022813909679870112
3.7414965986394555,0.02388710108351069
3.91156462585034,0.024959103588529628
4.081632653061224,0.026029918474846623
4.2517006802721085,0.027099547300414303
4.421768707482993,0.0281679918604457
4.591836734693877,0.02923525316247856
4.761904761904762,0.03030133256819237
4.931972789115646,0.03136623143926662
5.1020408163265305,0.0324299510382094
5.272108843537414,0.033492492567291955
5.442176870748299,0.034553857518351765
5.612244897959183,0.035614047244175856
5.782312925170067,0.036673063097551216
5.952380952380952,0.037730906431264845
6.122448979591836,0.03878757859810374
6.29251700680272,0.039843080950854905
6.462585034013605,0.04089741484230533
6.63265306122449,0.04195058016159106
6.802721088435374,0.04300257882365865
6.972789115646258,0.04405341259596602
7.1428571428571415,0.04510308281534138
7.312925170068027,0.046151590818612885
7.482993197278911,0.04719893794260873
7.653061224489795,0.04824512552415707
7.82312925170068,0.0492901549000861
7.993197278911564,0.050334027407224
8.163265306122447,0.051376744382398934
8.333333333333332,0.05241830716243909
