,x,y
0,0.0502092050209205,0.7178678162616757
1,0.100418410041841,0.9204696426866956
2,0.1506276150627615,0.9775850301476696
3,0.200836820083682,0.993682412740335
4,0.2510460251046025,0.998219280279924
5,0.301255230125523,0.9994980300780195
6,0.3514644351464435,0.9998584859770115
7,0.401673640167364,0.9999601010533594
8,0.4518828451882846,0.9999887495992063
9,0.502092050209205,0.9999968267337103
10,0.5523012552301255,0.9999991049208938
11,0.602510460251046,0.9999997472056342
12,0.6527196652719666,0.9999999286214591
13,0.702928870292887,0.999999979837852
14,0.7531380753138075,0.9999999937245234
15,0.803347280334728,0.9999999983177187
16,0.8535564853556485,0.9999999994380411
17,0.9037656903765692,0.9999999998777733
18,0.9539748953974896,0.9999999998222016
19,1.00418410041841,0.9999999996781663
20,1.0543933054393306,0.999999999981219
