time (hr),oxidation,inactivation
0.0502092050209205,0.00438080364069799,0.00438080364069799
0.100418410041841,0.00874241998641208,0.00874241998641208
0.1506276150627615,0.013084931089196667,0.013084931089196667
0.200836820083682,0.017408414255531718,0.017408414255531718
0.2510460251046025,0.02171295376528583,0.02171295376528583
0.301255230125523,0.0259986341616691,0.0259986341616691
0.3514644351464435,0.030265538697950983,0.030265538697950983
0.401673640167364,0.034513749596058914,0.034513749596058914
0.4518828451882846,0.0387433456826234,0.0387433456826234
0.502092050209205,0.0429544131263175,0.0429544131263175
0.5523012552301255,0.04714703574576592,0.04714703574576592
0.602510460251046,0.051321275154276993,0.051321275154276993
0.6527196652719666,0.05547721420658592,0.05547721420658592
0.702928870292887,0.05961494027589734,0.05961494027589734
0.7531380753138075,0.06373453768290382,0.06373453768290382
0.803347280334728,0.0678360922084233,0.0678360922084233
0.8535564853556485,0.071919691093399,0.071919691093399
0.9037656903765692,0.07598539840717343,0.07598539840717343
0.9539748953974896,0.08003325788281095,0.08003325788281095
1.00418410041841,0.08406338311989539,0.08406338311989539
1.0543933054393306,0.08807585643418353,0.08807585643418353
1.104602510460251,0.09207076074973784,0.09207076074973784
1.1548117154811717,0.09604817959892664,0.09604817959892664
1.205020920502092,0.1000081971224241,0.1000081971224241
1.2552301255230125,0.1039508345048853,0.1039508345048853
1.3054393305439331,0.1078762014013096,0.1078762014013096
1.3556485355648535,0.11178437743081383,0.11178437743081383
1.405857740585774,0.1156754397482539,0.1156754397482539
1.4560669456066946,0.11954946533636263,0.11954946533636263
1.506276150627615,0.12340653100574958,0.12340653100574958
1.5564853556485356,0.1272467018232951,0.1272467018232951
1.606694560669456,0.1310700466175479,0.1310700466175479
1.6569037656903765,0.13487664598584398,0.13487664598584398
1.707112970711297,0.1386665728193436,0.1386665728193436
1.7573221757322175,0.1424398995599756,0.1424398995599756
1.8075313807531384,0.14619669820043754,0.14619669820043754
1.8577405857740588,0.14993704070520558,0.14993704070520558
1.9079497907949792,0.15366100150397483,0.15366100150397483
1.9581589958158998,0.15736864971967557,0.15736864971967557
2.00836820083682,0.16106005605789356,0.16106005605789356
2.0585774058577404,0.16473529082029975,0.16473529082029975
2.1087866108786613,0.16839442390465037,0.16839442390465037
2.1589958158995817,0.17203752480478687,0.17203752480478687
2.209205020920502,0.17566467255672996,0.17566467255672996
2.2594142259414225,0.17927593505101674,0.17927593505101674
2.3096234309623433,0.18287137851351157,0.18287137851351157
2.3598326359832638,0.18645107175262685,0.18645107175262685
2.410041841004184,0.19001508318455743,0.19001508318455743
2.4602510460251046,0.19356348083328054,0.19356348083328054
2.510460251046025,0.19709633233055568,0.19709633233055568
2.560669456066946,0.20061370491592476,0.20061370491592476
2.6108786610878663,0.204115665436712,0.204115665436712
2.6610878661087867,0.20760228034802383,0.20760228034802383
2.711297071129707,0.21107362815484168,0.21107362815484168
2.7615062761506275,0.21452977364705333,0.21452977364705333
2.811715481171548,0.21797077829384448,0.21797077829384448
2.8619246861924688,0.2213967080961985,0.2213967080961985
2.912133891213389,0.22480762872284732,0.22480762872284732
2.9623430962343096,0.2282036055102713,0.2282036055102713
3.01255230125523,0.23158470346269958,0.23158470346269958
3.0627615062761504,0.2349509872521096,0.2349509872521096
3.1129707112970713,0.23830252121822765,0.23830252121822765
3.1631799163179917,0.24163936936852826,0.24163936936852826
3.213389121338912,0.24496160279652926,0.24496160279652926
3.2635983263598325,0.24826928520786765,0.24826928520786765
3.313807531380753,0.2515624767154045,0.2515624767154045
3.3640167364016738,0.25484124070616104,0.25484124070616104
3.414225941422594,0.258105640276094,0.258105640276094
3.4644351464435146,0.26135573823009545,0.26135573823009545
3.514644351464435,0.2645915970819929,0.2645915970819929
3.5648535564853554,0.2678132790545492,0.2678132790545492
3.6150627615062767,0.27102084607946275,0.27102084607946275
3.665271966527197,0.27421435979736725,0.27421435979736725
3.7154811715481175,0.2773938842724144,0.2773938842724144
3.765690376569038,0.28055948109468526,0.28055948109468526
3.8158995815899583,0.2837112097144747,0.2837112097144747
3.8661087866108788,0.28684913088913044,0.28684913088913044
3.9163179916317996,0.28997330510131153,0.28997330510131153
3.96652719665272,0.29308379255898837,0.29308379255898837
4.01673640167364,0.29618065319544307,0.29618065319544307
4.066945606694561,0.2992639466692689,0.2992639466692689
4.117154811715481,0.3023337323643709,0.3023337323643709
4.167364016736402,0.3053900693899654,0.3053900693899654
4.2175732217573225,0.30843301763741343,0.30843301763741343
4.2677824267782425,0.3114626360549287,0.3114626360549287
4.317991631799163,0.31447898229814003,0.31447898229814003
4.368200836820083,0.3174821144967739,0.3174821144967739
4.418410041841004,0.3204720905128378,0.3204720905128378
4.468619246861925,0.32344896794062067,0.32344896794062067
4.518828451882845,0.32641280410669243,0.32641280410669243
4.569037656903767,0.3293636560699045,0.3293636560699045
4.619246861924687,0.33230158062138915,0.33230158062138915
