time (hr),oxidation,excitation,log10-oxidation,log10-excitation,log10-inactivation
5.422594142259414,0.9999588383639049,0.929707116005562,4.385507371203909,1.1530886379726633,7.235518914712433
5.472803347280335,0.9999624752308407,0.9296430259044232,4.425681970720917,1.1526928468986637,7.275693514229441
5.523012552301255,0.9999657905409511,0.929578944378931,4.465853793220719,1.1522974690845065,7.315865336729243
5.573221757322176,0.999968812742673,0.9295148714317959,4.506022816333955,1.151902503746994,7.356034359842479
5.623430962343096,0.999971567766623,0.9294508070656496,4.546189024755065,1.151507950104715,7.3962005682635885
5.6736401673640176,0.9999740792463473,0.9293867512830482,4.586352375391945,1.1511138073780547,7.436363918900469
5.7238493723849375,0.9999763687290778,0.9293227040864722,4.626512920785972,1.1507200747891935,7.476524464294496
5.774058577405858,0.9999784558515158,0.9292586654783284,4.666670666389595,1.1503267515621047,7.516682209898119
5.824267782426778,0.9999803585110668,0.9291946354609506,4.706825593384258,1.14993383692256,7.556837136892782
5.874476987447699,0.9999820930208582,0.9291306140366025,4.746977672257383,1.1495413300981336,7.596989215765907
5.924686192468619,0.9999836742518762,0.9290666012074766,4.7871269081475765,1.1491492303181947,7.6371384516561
5.97489539748954,0.9999851157603212,0.9290025969756971,4.827273345212651,1.1487575368139131,7.677284888721175
6.02510460251046,0.9999864299003041,0.9289386013433206,4.867416961681749,1.148366248818263,7.717428505190273
6.075313807531381,0.9999876279331322,0.9288746143123373,4.907557741414911,1.1479753655660183,7.757569284923435
6.125523012552301,0.9999887201079702,0.9288106358846723,4.947695057365486,1.1475848862937568,7.79770660087401
6.1757322175732225,0.9999897158001448,0.9287466660621865,4.987829492205219,1.1471948102398581,7.837841035713743
6.2259414225941425,0.9999906235013758,0.9286827048466775,5.027959305764775,1.1468051366445031,7.877970849273299
6.276150627615063,0.9999914510420347,0.9286187522398814,5.068086818311957,1.1464158647496778,7.918098361820481
6.326359832635983,0.999992205461671,0.928554808243474,5.108209603003221,1.1460269937991732,7.958221146511745
6.376569037656904,0.9999928932831097,0.9284908728590704,5.148330985166524,1.1456385230385782,7.998342528675048
6.426778242677824,0.9999935203527881,0.9284269460882277,5.188448638897375,1.145250451715288,8.038460182405899
6.476987447698745,0.9999940920753235,0.9283630279324451,5.2285650503946774,1.1448627790784978,8.0785765939032
6.527196652719665,0.9999946133148246,0.9282991183931649,5.26867840603946,1.1444755043792039,8.118689949547985
6.577405857740586,0.9999950885453113,0.9282352174717744,5.30878985823971,1.1440886268702057,8.158801401748235
6.627615062761506,0.9999955218143182,0.9281713251696058,5.3488979029580355,1.143702145806102,8.198909446466558
6.677824267782427,0.9999959168391978,0.9281074414879374,5.389003516438981,1.1433160604432897,8.239015059947505
6.7280334728033475,0.9999962769842258,0.928043566427995,5.429105123694334,1.1429303700399636,8.279116667202857
6.778242677824268,0.9999966053459506,0.9279796999909526,5.469204478256904,1.142545073856119,8.319216021765428
6.828451882845188,0.9999969047185123,0.9279158421779329,5.509299849718138,1.1421601711535434,8.359311393226662
6.878661087866109,0.9999971776776782,0.927851992990009,5.549393389374396,1.1417756611958234,8.39940493288292
6.928870292887029,0.9999974265449748,0.927788152428204,5.589483417265191,1.1413915432483337,8.439494960773715
6.97907949790795,0.9999976534576965,0.9277243204934938,5.629571611919682,1.1410078165782482,8.479583155428205
