time (hr),oxidation,inactivation
0.034482758620689655,0.2884984060607663,0.8935701495669881
0.06896551724137931,0.49377608917613897,0.9949658183879345
0.10344827586206896,0.6398296410335249,0.9992163100598164
0.13793103448275862,0.7437460175686478,0.9997912383934636
0.1724137931034483,0.8176794576108329,0.9999252131331204
0.20689655172413793,0.8702831539091994,0.9999676818763692
0.2413793103448276,0.9077096350614755,0.9999841060108824
0.27586206896551724,0.9343378433614825,0.9999914087647316
0.3103448275862069,0.9532831631546128,0.9999950097727498
0.3448275862068966,0.9667622592193601,0.999996933073261
0.37931034482758624,0.9763522884592304,0.9999980277164123
0.41379310344827586,0.9831753294003232,0.9999986838543247
0.4482758620689655,0.9880297299232008,0.9999990944471708
0.4827586206896552,0.9914834987829809,0.9999993608938583
0.5172413793103449,0.993940758294754,0.9999995392605509
0.5517241379310345,0.9956890251483019,0.9999996619210664
0.5862068965517242,0.9969328672260099,0.9999997482807187
0.6206896551724138,0.9978178251426889,0.9999998103564559
0.6551724137931035,0.9984474461763693,0.9999998558061569
0.6896551724137931,0.9988954033394145,0.9999998896353564
0.7241379310344828,0.9992141120296513,0.9999999151909066
0.7586206896551725,0.9994408636322546,0.9999999347566406
0.7931034482758621,0.9996021908269199,0.9999999499199299
0.8275862068965517,0.9997169705076067,0.9999999618026442
0.8620689655172413,0.9997986327749356,0.9999999712098225
0.896551724137931,0.9998567331058643,0.9999999787272588
0.9310344827586207,0.9998980698325726,0.9999999847867066
0.9655172413793104,0.9999274796600489,0.9999999897101676
1.0,0.9999484038968045,0.9999999937404304
