Time (s),[o],[so],[bcfa],[ofa]
0.0,2.81260547270523e-07,0.0,0.00100531722303704,0.0
10.000833402783565,2.8126054697694285e-07,2.809960383209242e-16,0.0010053172230370265,1.36265164016076e-17
20.00166680556713,2.812605466833627e-07,5.519712588681586e-16,0.001005317223037013,2.703914830011848e-17
30.002500208350696,2.8126054638978253e-07,8.22946479415393e-16,0.0010053172230369996,4.0451780198629355e-17
40.00333361113426,2.812605460962024e-07,1.0936096875666261e-15,0.0010053172230369862,5.3848163494315796e-17
50.00416701391782,2.8126054580262225e-07,1.3631949784334586e-15,0.0010053172230369727,6.718841232208899e-17
60.00500041670139,2.8126054550904206e-07,1.632780269300291e-15,0.0010053172230369595,8.052866114986214e-17
70.00583381948495,2.812605452154619e-07,1.902365560167125e-15,0.001005317223036946,9.386890997763538e-17
80.00666722226852,2.812605449218818e-07,2.1719508510339576e-15,0.0010053172230369328,1.0720915880540858e-16
90.00750062505209,2.812605446283016e-07,2.44153614190079e-15,0.0010053172230369194,1.2054940763318177e-16
100.00833402783564,2.8126054433472146e-07,2.711121432767624e-15,0.0010053172230369061,1.3388965646095497e-16
110.00916743061921,2.812605440411413e-07,2.9807067236344566e-15,0.0010053172230368927,1.4722990528872817e-16
120.01000083340278,2.812605437475612e-07,3.250292014501289e-15,0.0010053172230368795,1.6057015411650136e-16
130.01083423618635,2.81260543453981e-07,3.5198773053681223e-15,0.001005317223036866,1.7391040294427456e-16
140.0116676389699,2.8126054316040086e-07,3.789462596234956e-15,0.0010053172230368528,1.8725065177204775e-16
150.01250104175347,2.812605428668207e-07,4.059047887101788e-15,0.0010053172230368394,2.0059090059982095e-16
160.01333444453704,2.812605425732406e-07,4.328633177968621e-15,0.001005317223036826,2.1393114942759414e-16
170.0141678473206,2.812605422796604e-07,4.598218468835455e-15,0.0010053172230368127,2.2727139825536734e-16
180.01500125010418,2.8126054198608026e-07,4.867803759702287e-15,0.0010053172230367992,2.406116470831406e-16
190.01583465288772,2.812605416925001e-07,5.13738905056912e-15,0.001005317223036786,2.539518959109138e-16
200.0166680556713,2.8126054139892e-07,5.406974341435953e-15,0.0010053172230367726,2.6729214473868693e-16
210.01750145845486,2.812605411053398e-07,5.676559632302786e-15,0.0010053172230367593,2.806323935664601e-16
220.01833486123843,2.8126054081175966e-07,5.946144923169619e-15,0.001005317223036746,2.939726423942333e-16
230.019168264022,2.812605405181795e-07,6.215730214036453e-15,0.0010053172230367327,3.0731289122200656e-16
240.02000166680557,2.8126054022459933e-07,6.485315504903286e-15,0.0010053172230367192,3.206531400497798e-16
250.0208350695891,2.812605399310192e-07,6.754900795770119e-15,0.001005317223036706,3.33993388877553e-16
260.0216684723727,2.8126053963743905e-07,7.02448608663695e-15,0.0010053172230366926,3.473336377053261e-16
270.02250187515625,2.812605393438589e-07,7.294071377503784e-15,0.0010053172230366793,3.6067388653309934e-16
280.0233352779398,2.812605390502787e-07,7.563656668370617e-15,0.0010053172230366659,3.740141353608725e-16
290.0241686807234,2.812605387566986e-07,7.833241959237449e-15,0.0010053172230366527,3.873543841886457e-16
300.02500208350693,2.8126053846311845e-07,8.102827250104283e-15,0.0010053172230366392,4.0069463301641893e-16
310.02583548629053,2.812605381695383e-07,8.372412540971116e-15,0.001005317223036626,4.140348818441921e-16
320.0266688890741,2.812605378759581e-07,8.641997831837948e-15,0.0010053172230366125,4.2737513067196537e-16
330.0275022918576,2.81260537582378e-07,8.911583122704782e-15,0.0010053172230365993,4.407153794997385e-16
