Time (s),[ps],[e_ps],[so],[b_ps],[fa],[ofa],[eps],[oeps]
0.0,5e-06,0.0,0.0,0.0,0.0109764263757248,0.0,0.680504424734382,0.0
180.7531380753138,3.165805255800612e-07,4.683332785368026e-06,6.312153882642576e-07,8.668905192616739e-11,0.010779903329415915,0.0002721061023146555,0.6775797468986415,0.0029246778357402917
361.5062761506276,3.1657503681002146e-07,4.683251587269588e-06,6.312102007595299e-07,1.733759204038174e-10,0.010586901142205398,0.0005393380243322468,0.6746676616740198,0.005836763060361951
542.2594142259414,3.165695481804515e-07,4.683170391249171e-06,6.312049668782024e-07,2.60060570388502e-10,0.010397357226508972,0.0008017824372821221,0.6717681160008614,0.00873630873352043
723.0125523012553,3.165640596917453e-07,4.683089197312641e-06,6.311996872033264e-07,3.467429956216912e-10,0.010211209694647873,0.001059525008586132,0.668881056018195,0.011623368716186765
903.7656903765691,3.1655857134429616e-07,4.68300800546579e-06,6.311943623224608e-07,4.334231899167029e-10,0.010028397650849955,0.001312650032601842,0.6660064280573785,0.014497996677003303
1084.5188284518829,3.1655308313849383e-07,4.6829268157144385e-06,6.311889928095397e-07,5.201011470674785e-10,0.009848859996882248,0.0015612420843307702,0.6631441783064012,0.017360246427980612
1265.2719665271966,3.1654759507472193e-07,4.682845628064171e-06,6.31183579238458e-07,6.067768611043055e-10,0.009672538767181608,0.001805381401595843,0.660294253769138,0.02021017096524377
1446.0251046025105,3.1654210715335947e-07,4.682764442520644e-06,6.311781221631374e-07,6.934503259920789e-10,0.00949937519213981,0.002045149335825832,0.6574566011353971,0.023047823598984808
1626.7782426778244,3.165366193747756e-07,4.682683259089308e-06,6.311726221257115e-07,7.80121535911473e-10,0.009329313356754819,0.0022806232862939606,0.6546311678473191,0.02587325688706275
1807.5313807531381,3.1653113173933706e-07,4.682602077775593e-06,6.311670796615593e-07,8.667904850663658e-10,0.009162297693459817,0.0025118801715336755,0.6518179013708516,0.028686523363530253
1988.2845188284518,3.1652564424740495e-07,4.682520898584838e-06,6.311614952963293e-07,9.534571677530105e-10,0.008998273872959511,0.0027389951958971953,0.6490167494708327,0.031487675263549175
2169.0376569037658,3.1652015689933793e-07,4.6824397215223515e-06,6.311558695510587e-07,1.0401215783072997e-09,0.008837188110238004,0.00296204281045538,0.6462276600218876,0.03427676471249431
2349.7907949790797,3.165146696954885e-07,4.682358546593348e-06,6.31150202935547e-07,1.1267837111615838e-09,0.008678987922487356,0.003181095663567191,0.6434505811980846,0.03705384353629729
2530.543933054393,3.1650918263620403e-07,4.682277373802965e-06,6.311444959502106e-07,1.213443560828905e-09,0.008523621915338208,0.0033962248968662703,0.6406854614251021,0.03981896330927978
2711.297071129707,3.165036957218315e-07,4.682196203156336e-06,6.311387490944964e-07,1.3001011218313796e-09,0.008371038808037874,0.003607501495007817,0.6379322491682853,0.042572175566096555
2892.050209205021,3.164982089527089e-07,4.682115034658462e-06,6.311329628517672e-07,1.3867563888286346e-09,0.008221189186870792,0.0038149938578663726,0.6351908933054636,0.04531353142891826
3072.803347280335,3.164927223291727e-07,4.6820338683143185e-06,6.311271377023438e-07,1.473409356507738e-09,0.008074023987240055,0.004018769902253632,0.6324613428286975,0.04804308190568439
3253.556485355649,3.164872358515555e-07,4.6819527041288276e-06,6.311212741195902e-07,1.560060019616091e-09,0.007929494950097971,0.0042188964299435805,0.6297435469294362,0.05076087780494563
3434.3096234309623,3.1648174952018403e-07,4.681871542106824e-06,6.311153725662656e-07,1.6467083729916478e-09,0.0077875550503560065,0.004415438534499007,0.6270374550642166,0.05346696967016527
3615.0627615062763,3.164762633353832e-07,4.681790382253111e-06,6.311094335016689e-07,1.7333544115050578e-09,0.007648157649722707,0.00460846077423038,0.6243430168663306,0.05616140786805128
3795.81589958159,3.164707772974723e-07,4.681709224572415e-06,6.311034573749816e-07,1.8199981301125688e-09,0.007511257292413091,0.00479802607048913,0.6216601821972964,0.058844242537085506
3976.5690376569037,3.164652914067673e-07,4.681628069069408e-06,6.310974446292572e-07,1.906639523824737e-09,0.007376809225628426,0.004984196371583134,0.6189889011287579,0.061515523605624046
4157.322175732218,3.1645980566358064e-07,4.681546915748712e-06,6.310913957014361e-07,1.993278587706554e-09,0.0072447693964845334,0.0051670326570216986,0.6163291239495216,0.06417530078486038
4338.0753138075315,3.164543200682202e-07,4.681465764614884e-06,6.310853110199588e-07,2.0799153168955236e-09,0.007115094742582501,0.005346594535229854,0.6136808011571852,0.06682362357719673
4518.828451882845,3.164488346209915e-07,4.681384615672442e-06,6.310791910094563e-07,2.1665497065654004e-09,0.006987742625370073,0.005522941028028322,0.6110438834523823,0.06946054128199963
4699.581589958159,3.1644334932219563e-07,4.68130346892584e-06,6.310730360859658e-07,2.253181751963517e-09,0.00686267140603742,0.005696129773343416,0.6084183217549864,0.07208610297939554
4880.334728033473,3.1643786417212903e-07,4.681222324379464e-06,6.310668466574915e-07,2.3398114484063977e-09,0.0067398403781276294,0.005866217118503194,0.6058040672018349,0.074700357532547
5061.087866108786,3.164323791710845e-07,4.681141182037646e-06,6.310606231254255e-07,2.426438791268637e-09,0.006619209596635558,0.006033258356838403,0.6032010711409568,0.07730335359342515
5241.841004184101,3.164268943193537e-07,4.6810600419047e-06,6.310543658892667e-07,2.5130637759454476e-09,0.006500739312656557,0.006197308510364073,0.6006092850978031,0.07989513963657885
5422.594142259414,3.164214096172249e-07,4.68097890398489e-06,6.310480753427541e-07,2.5996863978833075e-09,0.0063843904368426465,0.0063584216881624415,0.5980286608016845,0.08247576393269737
5603.347280334729,3.164159250649792e-07,4.680897768282376e-06,6.310417518658573e-07,2.686306652643435e-09,0.00627012549934046,0.006516649757427597,0.5954591502405302,0.0850452744938517
5784.100418410042,3.1641044066289547e-07,4.680816634801282e-06,6.310353958349576e-07,2.772924535821105e-09,0.006157907429622153,0.006672044032689524,0.592900705591284,0.08760371914309785
5964.8535564853555,3.164049564112505e-07,4.680735503545704e-06,6.310290076230401e-07,2.8595400430440764e-09,0.006047699534059774,0.006824655306857227,0.590353279216603,0.09015114551777884
6145.60669456067,3.1639947231032226e-07,4.680654374519752e-06,6.310225876057902e-07,2.9461531699241993e-09,0.005939464766596103,0.006974534860909128,0.5878168236195817,0.09268760111480016
6326.359832635983,3.163939883603775e-07,4.680573247727374e-06,6.310161361377419e-07,3.03276391224676e-09,0.00583316858242753,0.007121730513226697,0.5852912916209034,0.09521313311347841
6507.112970711298,3.163885045616825e-07,4.68049212317251e-06,6.310096535729139e-07,3.119372265806658e-09,0.005728776468997726,0.00726629003771086,0.5827766362055693,0.0977277885288125
6687.866108786611,3.1638302091450026e-07,4.680411000859048e-06,6.310031402594564e-07,3.205978226450906e-09,0.00562625458657185,0.007408260276962532,0.5802728105625097,0.10023161417187211
6868.619246861925,3.163775374190974e-07,4.680329880790934e-06,6.309965965535625e-07,3.2925817899679895e-09,0.005525568105527904,0.007547689444050808,0.5777797679745384,0.10272465675984337
7049.372384937239,3.163720540757285e-07,4.680248762971934e-06,6.30990022788206e-07,3.3791829523364883e-09,0.005426684942763142,0.007684621950024419,0.5752974620656459,0.10520696266873593
