time (hr),oxidation,excitation,log10-oxidation,log10-excitation,inactivation,log10-inactivation
0.0502092050209205,0.02228949804695444,0.936394678473469,0.009789719871180467,1.1965065476703638,0.06311322537807655,0.02831289163959301
0.100418410041841,0.044100857895688246,0.9363900880848258,0.019587928161421773,1.1964752058191646,0.06478194159484763,0.029087115843231943
0.1506276150627615,0.0654439148809415,0.9363854937292748,0.029394630372005775,1.196443839147687,0.07029592692650265,0.03165526637409807
0.200836820083682,0.08632830034127355,0.936380895401574,0.03920982684744747,1.1964124476256879,0.08242283778871701,0.03735740422737223
0.2510460251046025,0.10676349701032181,0.9363762930964658,0.04903353736609384,1.1963810312228307,0.10386267500557561,0.047625433510347266
0.301255230125523,0.1267589005851947,0.9363716868086727,0.05886583225170733,1.1963495899086578,0.13664968490663132,0.06381294815330245
0.3514644351464435,0.1463235773440643,0.936367076532915,0.06870671301644814,1.1963181236527094,0.18154294755238043,0.08700410473630263
0.401673640167364,0.1654664270082805,0.936362462263899,0.07855618711923978,1.1962866324244448,0.23763839031549672,0.11783898162729313
0.4518828451882846,0.1841961651148285,0.9363578439963186,0.08841425750684499,1.1962551161932526,0.3024223963332773,0.15640747125223237
0.502092050209205,0.20252133586439866,0.9363532217248552,0.0982809272953913,1.19622357492845,0.3723016502158234,0.2022490131058101
0.5523012552301255,0.22045034102238167,0.9363485954441759,0.10815621410820926,1.1961920085992697,0.44340026743886196,0.2544570066747209
0.602510460251046,0.23799137411611318,0.9363439651489371,0.11804011244967731,1.1961604171748872,0.5123011041665169,0.31184822766446857
0.6527196652719666,0.25515252501782276,0.9363393308337803,0.12793265014473668,1.196128800624389,0.576495706375262,0.37314218229176643
0.702928870292887,0.2719416619359471,0.9363346924933361,0.13783382002183245,1.1960971589168032,0.6344951591262913,0.4371068667203013
0.7531380753138075,0.28836660068231246,0.9363300501222206,0.147743677228109,1.196065492021071,0.6856972908845428,0.5026518755881366
0.803347280334728,0.3044348945183213,0.9363254037150396,0.15766221343884526,1.196033799906079,0.7301460144894854,0.568871163396647
0.8535564853556485,0.3201539311836987,0.9363207532663866,0.16758940939873093,1.1960020825406448,0.7682865427453128,0.6350487428965347
0.9037656903765692,0.3355310936530458,0.9363160987708405,0.17752533694531022,1.1959703398934984,0.8007686861689172,0.7006424010766887
0.9539748953974896,0.3505735178521387,0.9363114402229702,0.18747000579904038,1.1959385719333178,0.828310979191846,0.7652574762711747
1.00418410041841,0.3652881101453915,0.9363067776173335,0.1974233661103671,1.1959067786287199,0.8516179052764639,0.8286185022370548
1.0543933054393306,0.3796817122957238,0.9363021109484752,0.2073854151400806,1.1958749599482463,0.8713359956404862,0.8905429363479165
1.104602510460251,0.39376117916190545,0.9362974402109246,0.21735625679065573,1.195843115860349,0.8880352686546427,0.9509187576356287
1.1548117154811717,0.4075329841878674,0.9362927653992045,0.2273358229541867,1.1958112463334474,0.9022056671750386,1.0096863118193486
1.205020920502092,0.42100353400977936,0.9362880865078244,0.2373240870594897,1.195779351335888,0.9142614926767053,1.0668240816709582
1.2552301255230125,0.4341792517854911,0.9362834035312784,0.24732113134021866,1.1957474308359255,0.9245494843499064,1.1223377877873308
1.3054393305439331,0.4470662948229381,0.936278716464052,0.25732693596783435,1.1957154848017706,0.9333580306455198,1.1762521774604189
1.3556485355648535,0.459670737750822,0.9362740253006184,0.26734151202915735,1.1956835132015644,0.9409261761134761,1.2286049160718493
1.405857740585774,0.47199853467282094,0.9362693300354382,0.27736487219606465,1.1956515160033776,0.9474517919543949,1.2794420893250775
1.4560669456066946,0.48405552252594247,0.9362646306629605,0.28739703175270925,1.1956194931752175,0.9530986787238733,1.328814922426748
1.506276150627615,0.4958474345878552,0.9362599271776225,0.29743801853434026,1.195587444685025,0.9580025820502732,1.3767774097129692
1.5564853556485356,0.5073798800397225,0.9362552195738498,0.307487854353837,1.1955553705006758,0.9622762047187139,1.4233846206323966
1.606694560669456,0.5186582750522195,0.9362505078460581,0.31754649001773116,1.1955232705899945,0.9660133394031819,1.4686915054852603
1.6569037656903765,0.529688035198255,0.9362457919886491,0.3276139726014057,1.1954911449207244,0.9692922545963563,1.5127520687637372
1.707112970711297,0.5404744382764551,0.936241071996014,0.3376903253949211,1.1954589934605528,0.9721784585563323,1.555618811729536
1.7573221757322175,0.5510226635796697,0.9362363478625315,0.3477755808586072,1.1954268161770962,0.9747269516205792,1.5973423712769441
1.8075313807531384,0.5613377957605478,0.9362316195825697,0.3578697834144596,1.1953946130379147,0.9769840609452045,1.6379713011090868
1.8577405857740588,0.571424659351754,0.9362268871504871,0.36797282099481377,1.195362384010517,0.9789889360483057,1.6775519553688878
1.9079497907949792,0.5812881537260653,0.9362221505606281,0.3780847517941724,1.1953301290623326,0.9807747695351037,1.716128445334967
1.9581589958158998,0.5909330612416781,0.9362174098073265,0.3882056192428569,1.1952978481607328,0.9823697953959114,1.753742647546904
2.00836820083682,0.6003640564320405,0.9362126648849045,0.39833545790548547,1.1952655412730255,0.9837981072669995,1.79043424746465
2.0585774058577404,0.6095857273556806,0.936207915787673,0.40847431391168104,1.1952332083664567,0.98508033083605,1.826240807015087
2.1087866108786613,0.6186024805699039,0.936203162509933,0.4186221358870885,1.19520084940822,0.9862341779080795,1.861197847523569
2.1589958158995817,0.6274186483512464,0.9361984050459732,0.42877888609764253,1.195168464365442,0.9872749042712703,1.895338941855432
2.209205020920502,0.6360385757551978,0.9361936433900709,0.43894464416801066,1.1951360532051865,0.9882156891838584,1.9286958113152028
