Time (s),[o],[so],[bcfa],[ofa]
0.0,127034295442.329,0.0,2.4218180237353e-20,0.0
0.010000833402783566,3.880242241860164e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.02000166680556713,8.926249900550504e-14,127034295442.32889,9.532142541536912e-31,2.42181802363998e-20
0.0300025002083507,1.5525303020779932e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.04000333361113426,3.743656303313126e-14,127034295442.32889,9.532142541536904e-31,2.42181802363998e-20
0.05000416701391783,8.485757470120283e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.0600050004167014,7.685955239408595e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.07000583381948496,4.7810942538014466e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.08000666722226853,1.8762332681943046e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.0900075006250521,6.449292405566002e-15,127034295442.32889,9.5321425415369e-31,2.42181802363998e-20
0.10000833402783565,2.4662194599693892e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.11000916743061923,4.287509679382176e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.1200100008334028,6.108799898794965e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.13001083423618637,7.930090118207754e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.1400116676389699,9.751380337620541e-14,127034295442.32889,9.53214254153691e-31,2.42181802363998e-20
0.15001250104175348,8.819118867595205e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.16001333444453705,7.690074113240006e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.17001416784732062,6.561029358884806e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.1800150012501042,5.4319846045296076e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.19001583465288774,4.302939850174408e-14,127034295442.32889,9.532142541536904e-31,2.42181802363998e-20
0.2000166680556713,3.173895095819212e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.21001750145845488,2.044850341464013e-14,127034295442.32889,9.5321425415369e-31,2.42181802363998e-20
0.22001833486123845,9.158055871088138e-15,127034295442.32889,9.5321425415369e-31,2.42181802363998e-20
0.23001916826402202,1.3140262588311232e-15,127034295442.32889,9.532142541536898e-31,2.42181802363998e-20
0.2400200016668056,8.271445792012699e-15,127034295442.32889,9.5321425415369e-31,2.42181802363998e-20
0.25002083506958916,1.5228865325194274e-14,127034295442.32889,9.5321425415369e-31,2.42181802363998e-20
0.26002166847237274,2.218628485837585e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.27002250187515625,2.9143704391557426e-14,127034295442.32889,9.532142541536902e-31,2.42181802363998e-20
0.2800233352779398,3.6101123924738964e-14,127034295442.32889,9.532142541536904e-31,2.42181802363998e-20
0.2900241686807234,4.3058543457920546e-14,127034295442.32889,9.532142541536904e-31,2.42181802363998e-20
0.30002500208350696,5.001596299110212e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.31002583548629054,5.697338252428369e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.3200266688890741,6.393080205746527e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.3300275022918577,7.088822159064684e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.34002833569464125,7.784564112382843e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.3500291690974248,8.480306065700999e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.3600300025002084,9.176048019019158e-14,127034295442.32889,9.53214254153691e-31,2.42181802363998e-20
0.37003083590299196,9.722816701364984e-14,127034295442.32889,9.53214254153691e-31,2.42181802363998e-20
0.3800316693057755,9.291255370723316e-14,127034295442.32889,9.53214254153691e-31,2.42181802363998e-20
0.39003250270855905,8.85969404008165e-14,127034295442.32889,9.53214254153691e-31,2.42181802363998e-20
0.4000333361113426,8.428132709439982e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.4100341695141262,7.996571378798313e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.42003500291690976,7.565010048156647e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.43003583631969333,7.133448717514978e-14,127034295442.32889,9.532142541536909e-31,2.42181802363998e-20
0.4400366697224769,6.70188738687331e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.4500375031252605,6.270326056231642e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.46003833652804405,5.838764725589974e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.4700391699308276,5.4072033949483055e-14,127034295442.32889,9.532142541536907e-31,2.42181802363998e-20
0.4800400033336112,4.9756420643066373e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.4900408367363947,4.54408073366497e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
0.5000416701391783,4.112519403023306e-14,127034295442.32889,9.532142541536905e-31,2.42181802363998e-20
