Time (s),[ps],[e_ps],[b_ps],[so],[fa],[ofa]
0.0,1e-06,0.0,0.0,0.0,0.00100531722303704,0.0
63.1578947368421,1.452762261895048e-17,2.322621382082236e-16,9.99999999753188e-07,2.484126484874109e-21,0.0010053172230370037,3.881838346244959e-17
126.3157894736842,8.146085671309699e-18,2.322621382082236e-16,9.999999997595694e-07,2.4841264848741097e-21,0.001005317223036965,7.763679127168798e-17
189.4736842105263,1.7645487236689163e-18,2.322621382082236e-16,9.99999999765951e-07,2.4841264848741105e-21,0.001005317223036926,1.1645519908092636e-16
252.6315789473684,1.7052651869710152e-20,2.3226213820822355e-16,9.999999997676984e-07,2.4841264848741112e-21,0.0010053172230368873,1.5527360689014544e-16
315.7894736842105,1.6056854616618937e-20,2.322621382082236e-16,9.999999997676995e-07,2.484126484874112e-21,0.0010053172230368485,1.9409201469935751e-16
378.9473684210526,1.506105736352773e-20,2.322621382082236e-16,9.999999997677005e-07,2.484126484874113e-21,0.0010053172230368097,2.329104225085694e-16
442.10526315789474,1.406526011043652e-20,2.322621382082236e-16,9.999999997677016e-07,2.484126484874114e-21,0.0010053172230367708,2.7172883031778117e-16
505.2631578947368,1.306946285734531e-20,2.322621382082236e-16,9.999999997677024e-07,2.4841264848741146e-21,0.001005317223036732,3.1054723812699315e-16
568.421052631579,1.2073665604254101e-20,2.322621382082236e-16,9.999999997677035e-07,2.4841264848741157e-21,0.0010053172230366932,3.4936564593620503e-16
631.578947368421,1.107786835116289e-20,2.322621382082236e-16,9.999999997677046e-07,2.4841264848741165e-21,0.0010053172230366544,3.8818405374541695e-16
694.7368421052631,1.008207109807168e-20,2.322621382082236e-16,9.999999997677054e-07,2.4841264848741176e-21,0.0010053172230366156,4.2700246155462883e-16
757.8947368421052,9.086273844980472e-21,2.322621382082236e-16,9.999999997677065e-07,2.4841264848741184e-21,0.0010053172230365768,4.658208693638407e-16
821.0526315789473,8.090476591889262e-21,2.322621382082236e-16,9.999999997677075e-07,2.484126484874119e-21,0.001005317223036538,5.046392771730526e-16
884.2105263157895,7.094679338798053e-21,2.322621382082236e-16,9.999999997677086e-07,2.4841264848741203e-21,0.0010053172230364991,5.434576849822644e-16
947.3684210526316,6.0988820857068404e-21,2.322621382082236e-16,9.999999997677094e-07,2.484126484874121e-21,0.0010053172230364603,5.822760927914764e-16
1010.5263157894736,5.103084832615632e-21,2.322621382082236e-16,9.999999997677105e-07,2.484126484874122e-21,0.0010053172230364215,6.210945006006883e-16
1073.6842105263158,4.10728757952442e-21,2.322621382082236e-16,9.999999997677115e-07,2.484126484874123e-21,0.0010053172230363827,6.599129084099002e-16
1136.842105263158,3.1114903264332105e-21,2.322621382082236e-16,9.999999997677124e-07,2.4841264848741236e-21,0.0010053172230363439,6.987313162191121e-16
1200.0,2.115693073342001e-21,2.322621382082236e-16,9.999999997677135e-07,2.4841264848741248e-21,0.001005317223036305,7.37549724028324e-16
