time (hr),oxidation_proportion
0.0,0.0
0.17094017094017094,1.0
0.3418803418803419,1.0
0.5128205128205128,1.0
0.6837606837606838,1.0
0.8547008547008547,1.0
1.0256410256410255,1.0
1.1965811965811965,1.0
1.3675213675213675,1.0
1.5384615384615383,1.0
1.7094017094017093,1.0
1.88034188034188,1.0
2.051282051282051,1.0
2.2222222222222223,1.0
2.393162393162393,1.0
2.564102564102564,1.0
2.735042735042735,1.0
2.905982905982906,1.0
3.0769230769230766,1.0
3.2478632478632474,1.0
3.4188034188034186,1.0
3.5897435897435894,1.0
3.76068376068376,1.0
3.9316239316239314,1.0
4.102564102564102,1.0
4.273504273504273,1.0
4.444444444444445,1.0
4.615384615384615,1.0
4.786324786324786,1.0
4.9572649572649565,1.0
5.128205128205128,1.0
5.299145299145298,1.0
5.47008547008547,1.0
5.641025641025641,1.0
5.811965811965812,1.0
5.982905982905983,1.0
6.153846153846153,1.0
6.3247863247863245,1.0
6.495726495726495,1.0
6.666666666666667,1.0
