Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
0.0,5e-06,0.0,0.0,0.000281260547270523,0.0,0.00690297607339422,0.0
615.3846153846154,1.7947608850459107e-07,4.820523834633808e-06,7.687098988450834e-14,0.000279321821864479,1.938725406044197e-06,0.004225920323191283,0.0026770557502029404
1230.7692307692307,1.7947608574296063e-07,4.820523760533845e-06,1.5374197858486054e-13,0.000279321744023948,1.9388032465752443e-06,0.0025870056373592234,0.0043159704360349995
1846.1538461538462,1.7947608298236466e-07,4.820523686432847e-06,2.3061296610262477e-13,0.00027932169637893137,1.9388508915918092e-06,0.0015836739280247535,0.00531930214536947
2461.5384615384614,1.7947608022240212e-07,4.8205236123312165e-06,3.0748395243815133e-13,0.00027932166722220654,1.9388800483166864e-06,0.0009694601805788156,0.005933515892815407
3076.9230769230767,1.7947607746282738e-07,4.820523538229197e-06,3.843549375916545e-13,0.0002793216493845385,1.9388978859847538e-06,0.0005934602683728502,0.0063095158050213715
3692.3076923076924,1.7947607470349e-07,4.820523464126942e-06,4.612259215632655e-13,0.0002793216384763719,1.938908794151333e-06,0.0003632886341714353,0.006539687439222787
4307.692307692308,1.7947607194429796e-07,4.8205233900245404e-06,5.380969043530649e-13,0.0002793216318102981,1.93891546022518e-06,0.00022238781941467625,0.006680588253979547
4923.076923076923,1.7947606918519483e-07,4.820523315922049e-06,6.149678859611015e-13,0.0002793216277410979,1.9389195294253878e-06,0.00013613494723416596,0.006766841126160057
5538.461538461538,1.794760664261462e-07,4.820523241819504e-06,6.918388663874058e-13,0.00027932162526160114,1.9389220089221876e-06,8.333508605843668e-05,0.006819640987335786
6153.846153846153,1.7947606366713096e-07,4.820523167716926e-06,7.68709845631996e-13,0.00027932162375525184,1.9389235152714665e-06,5.101359600869809e-05,0.006851962477385525
6769.230769230769,1.7947606090813604e-07,4.820523093614326e-06,8.455808236948835e-13,0.00027932162284461867,1.9389244259047216e-06,3.122797815642417e-05,0.006871748095237799
7384.615384615385,1.7947605814915367e-07,4.820523019511715e-06,9.22451800576075e-13,0.0002793216222986543,1.9389249718691323e-06,1.9116205731276393e-05,0.006883859867662945
8000.0,1.7947605539017892e-07,4.820522945409095e-06,9.993227762755753e-13,0.00027932162197592255,1.9389252946009227e-06,1.1701984274217852e-05,0.006891274089120003
8615.384615384615,1.7947605263120884e-07,4.820522871306471e-06,1.0761937507933858e-12,0.00027932162178984256,1.938925480680791e-06,7.163368064268315e-06,0.006895812705329954
9230.76923076923,1.7947604987224158e-07,4.820522797203844e-06,1.153064724129509e-12,0.00027932162168741424,1.9389255831090834e-06,4.38505487995102e-06,0.006898591018514272
9846.153846153846,1.794760471132761e-07,4.820522723101214e-06,1.2299356962839453e-12,0.0002793216216361933,1.9389256343300784e-06,2.6843106290184545e-06,0.0069002917627652045
10461.538461538461,1.7947604435431178e-07,4.820522648998586e-06,1.3068066672566961e-12,0.0002793216216163188,1.938925654204515e-06,1.6432003334491151e-06,0.0069013328730607735
11076.923076923076,1.7947604159534801e-07,4.820522574895955e-06,1.383677637047761e-12,0.0002793216216156332,1.9389256548901603e-06,1.0058848305159428e-06,0.006901970188563706
11692.307692307691,1.7947603883638468e-07,4.820522500793322e-06,1.460548605657141e-12,0.00027932162162669393,1.938925643829389e-06,6.157522191783814e-07,0.006902360321175044
12307.692307692307,1.7947603607742157e-07,4.8205224266906915e-06,1.5374195730848356e-12,0.0002793216216449453,1.9389256255780495e-06,3.7693264051576786e-07,0.006902599140753706
12923.076923076922,1.7947603331845866e-07,4.8205223525880615e-06,1.6142905393308454e-12,0.00027932162166759844,1.9389256029249342e-06,2.307407972423141e-07,0.006902745332596981
13538.461538461537,1.7947603055949588e-07,4.82052227848543e-06,1.6911615043951702e-12,0.00027932162169294606,1.938925577577315e-06,1.412501041975476e-07,0.006902834823290027
14153.846153846152,1.794760278005332e-07,4.820522204382798e-06,1.7680324682778098e-12,0.0002793216217199429,1.9389255505803373e-06,8.646725514294342e-08,0.006902889606139081
14769.23076923077,1.7947602504157036e-07,4.820522130280167e-06,1.8449034309787644e-12,0.0002793216217479496,1.938925522573675e-06,5.293149822622842e-08,0.0069029231418959985
15384.615384615385,1.7947602228260766e-07,4.820522056177535e-06,1.9217743924980348e-12,0.00027932162177657436,1.9389254939489202e-06,3.240240888466232e-08,0.006902943670985339
16000.0,1.7947601952364493e-07,4.820521982074903e-06,1.998645352835619e-12,0.0002793216218055775,1.9389254649457993e-06,1.9835356040679948e-08,0.006902956238038182
16615.384615384613,1.7947601676468217e-07,4.820521907972272e-06,2.0755163119915193e-12,0.00027932162183481223,1.938925435711049e-06,1.2142571783021148e-08,0.006902963930822439
