Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
0.0,96.4968069765358,0.0,0.0,2.81260547270523e-07,0.0,0.000934945017424448,0.0
612.2448979591836,0.005360635902888313,96.49144625194866,8.868409517965246e-08,2.944813321679263e-10,2.8096606593835514e-07,0.0008357663292874096,9.917868813703908e-05
1224.4897959183672,0.005360635897961693,96.49144616326949,1.773681902775837e-07,2.9448115731817674e-10,2.809660661132049e-07,0.0007471082404711631,0.00018783677695328557
1836.7346938775509,0.005360635893035068,96.4914460745903,2.6605228529401107e-07,2.944810010448115e-10,2.8096606626947827e-07,0.0006678548216315697,0.000267090195792879
2448.9795918367345,0.005360635888108444,96.49144598591113,3.5473638022893454e-07,2.9448086137746883e-10,2.809660664091456e-07,0.0005970085371686926,0.0003379364802557562
3061.224489795918,0.005360635883181828,96.49144589723196,4.4342047508235395e-07,2.94480736553964e-10,2.809660665339691e-07,0.0005336772451120384,0.0004012677723124104
3673.4693877551017,0.005360635878255208,96.49144580855278,5.321045698542696e-07,2.944806250001294e-10,2.80966066645523e-07,0.0004770639918318999,0.0004578810255925489
4285.714285714285,0.005360635873328587,96.49144571987361,6.207886645446812e-07,2.9448052530797254e-10,2.8096606674521517e-07,0.0004264559524089421,0.0005084890650155067
4897.959183673469,0.0053606358684019665,96.49144563119444,7.094727591535889e-07,2.9448043621823007e-10,2.8096606683430493e-07,0.0003812155995108396,0.0005537294179136092
5510.204081632653,0.005360635863475347,96.49144554251527,7.981568536809926e-07,2.9448035660995014e-10,2.809660669139132e-07,0.00034077542838793496,0.0005941695890365139
6122.448979591836,0.005360635858548726,96.49144545383609,8.868409481268924e-07,2.9448028547756143e-10,2.809660669850456e-07,0.0003046263484589841,0.0006303186689654647
6734.69387755102,0.005360635853622105,96.49144536515692,9.755250424912884e-07,2.9448022191929316e-10,2.8096606704860384e-07,0.0002723118198639788,0.0006626331975604701
7346.938775510203,0.005360635848695484,96.49144527647776,1.06420913677418e-06,2.944801651310782e-10,2.8096606710539206e-07,0.00024342476749900086,0.0006915202499254481
7959.183673469387,0.005360635843768864,96.49144518779859,1.152893230975568e-06,2.9448011439573753e-10,2.809660671561274e-07,0.00021760210491243297,0.000717342912512016
8571.42857142857,0.005360635838842242,96.4914450991194,1.241577325095452e-06,2.9448006907148775e-10,2.809660672014516e-07,0.00019451891635514774,0.0007404261010693013
9183.673469387755,0.005360635833915621,96.49144501044024,1.3302614191338324e-06,2.9448002858395993e-10,2.809660672419391e-07,0.00017388441594703272,0.0007610606014774162
9795.918367346938,0.0053606358289890015,96.49144492176107,1.4189455130907085e-06,2.9447999241982316e-10,2.8096606727810324e-07,0.00015543871956731379,0.0007795062978571351
10408.16326530612,0.005360635824062381,96.4914448330819,1.5076296069660807e-06,2.9447996012063057e-10,2.8096606731040246e-07,0.00013894972917025513,0.0007959952882541938
11020.408163265305,0.00536063581913576,96.49144474440273,1.5963137007599486e-06,2.9447993127652575e-10,2.809660673392465e-07,0.0001242099466683393,0.0008107350707561097
11632.65306122449,0.00536063581420914,96.49144465572357,1.6849977944723136e-06,2.944799055212138e-10,2.809660673650019e-07,0.00011103392794855876,0.0008239110894758902
12244.897959183672,0.00536063580928252,96.4914445670444,1.773681888103174e-06,2.9447988252683963e-10,2.8096606738799623e-07,9.925568974055551e-05,0.0008356893276838935
12857.142857142855,0.0053606358043558995,96.49144447836522,1.8623659816525304e-06,2.9447986200035345e-10,2.8096606740852275e-07,8.872686957929646e-05,0.0008462181478451525
13469.38775510204,0.00536063579942928,96.49144438968607,1.951050075120383e-06,2.944798436799476e-10,2.809660674268432e-07,7.931492210890103e-05,0.0008556300953155479
14081.632653061224,0.005360635794502659,96.4914443010069,2.039734168506732e-06,2.9447982733156716e-10,2.8096606744319155e-07,7.090135232231773e-05,0.0008640436651021311
14693.877551020407,0.005360635789576038,96.49144421232772,2.128418261811576e-06,2.9447981274597e-10,2.8096606745777714e-07,6.338022720299937e-05,0.0008715647902214495
15306.12244897959,0.005360635784649418,96.49144412364856,2.217102355034917e-06,2.944797997362662e-10,2.809660674707868e-07,5.665692982379855e-05,0.0008782880876006503
15918.367346938774,0.005360635779722798,96.49144403496939,2.3057864481767537e-06,2.9447978813536227e-10,2.8096606748238773e-07,5.064686584775634e-05,0.0008842981515766924
16530.61224489796,0.005360635774796177,96.49144394629022,2.3944705412370874e-06,2.9447977779377303e-10,2.8096606749272926e-07,4.527435540789244e-05,0.0008896706620165564
17142.85714285714,0.005360635769869556,96.49144385761106,2.4831546342159165e-06,2.9447976857785077e-10,2.8096606750194525e-07,4.047173648131394e-05,0.0008944732809431349
17755.102040816324,0.005360635764942935,96.49144376893189,2.5718387271132416e-06,2.9447976036820246e-10,2.809660675101549e-07,3.617856409006531e-05,0.0008987664533343835
18367.34693877551,0.005360635760016316,96.49144368025271,2.6605228199290626e-06,2.9447975305811353e-10,2.80966067517465e-07,3.2340811790615014e-05,0.0009026042056338338
18979.591836734693,0.005360635755089696,96.49144359157356,2.749206912663381e-06,2.944797465521189e-10,2.80966067523971e-07,2.8910148502912623e-05,0.0009060348689215362
19591.836734693876,0.005360635750163074,96.49144350289438,2.8378910053161943e-06,2.944797407649433e-10,2.809660675297582e-07,2.584340173389935e-05,0.0009091016156905496
20204.08163265306,0.005360635745236454,96.49144341421521,2.9265750978875036e-06,2.9447973562035083e-10,2.8096606753490277e-07,2.310197575153905e-05,0.0009118430416729099
20816.32653061224,0.005360635740309833,96.49144332553605,3.0152591903773093e-06,2.9447973105019433e-10,2.80966067539473e-07,2.065136956302759e-05,0.0009142936478614214
21428.571428571428,0.0053606357353832125,96.49144323685688,3.103943282785611e-06,2.9447972699348994e-10,2.809660675435297e-07,1.8460708788652448e-05,0.0009164843086357965
22040.81632653061,0.0053606357304565935,96.49144314817771,3.1926273751124093e-06,2.9447972339578584e-10,2.8096606754712747e-07,1.650242619689577e-05,0.0009184425912275531
22653.061224489793,0.005360635725529973,96.49144305949855,3.281311467357703e-06,2.94479720208406e-10,2.8096606755031485e-07,1.4751878528276245e-05,0.0009201931388961727
23265.30612244898,0.005360635720603352,96.49144297081938,3.369995559521493e-06,2.944797173878165e-10,2.809660675531354e-07,1.3187025897581084e-05,0.0009217579915268678
23877.551020408162,0.005360635715676732,96.4914428821402,3.4586796516037795e-06,2.9447971489510256e-10,2.809660675556282e-07,1.178816690173e-05,0.0009231568505227189
24489.795918367345,0.005360635710750111,96.49144279346105,3.5473637436045617e-06,2.944797126954909e-10,2.809660675578278e-07,1.0537696815516191e-05,0.0009244073206089328
25102.040816326527,0.0053606357058234915,96.49144270478187,3.6360478355238395e-06,2.9447971075789984e-10,2.809660675597654e-07,9.41987996036317e-06,0.0009255251374640859
25714.28571428571,0.005360635700896871,96.4914426161027,3.7247319273616136e-06,2.944797090545178e-10,2.809660675614688e-07,8.420636111625695e-06,0.0009265243813128233
26326.530612244896,0.00536063569597025,96.49144252742354,3.8134160191178837e-06,2.944797075605021e-10,2.809660675629628e-07,7.5273882854756385e-06,0.0009274176291389734
26938.77551020408,0.005360635691043629,96.49144243874437,3.90210011079265e-06,2.9447970625364777e-10,2.8096606756426967e-07,6.728894613830019e-06,0.0009282161228106189
27551.020408163262,0.0053606356861170094,96.4914423500652,3.9907842023859125e-06,2.944797051141082e-10,2.8096606756540924e-07,6.0151074066771785e-06,0.0009289299100177719
28163.26530612245,0.005360635681190389,96.49144226138604,4.079468293897672e-06,2.9447970412412247e-10,2.809660675663992e-07,5.377034849729342e-06,0.0009295679825747196
28775.51020408163,0.005360635676263768,96.49144217270687,4.168152385327927e-06,2.944797032678304e-10,2.8096606756725556e-07,4.806647469209405e-06,0.0009301383699552396
29387.755102040814,0.005360635671337148,96.4914420840277,4.256836476676677e-06,2.9447970253105403e-10,2.809660675679923e-07,4.296767246610608e-06,0.0009306482501778384
29999.999999999996,0.005360635666410528,96.49144199534854,4.345520567943924e-06,2.944797019011129e-10,2.8096606756862225e-07,3.840974508788435e-06,0.0009311040429156606
