Time (s),[ps],[e_ps],[so],[b_ps],[fa],[ofa]
0.0,1e-05,0.0,0.0,0.0,0.0109764263757248,0.0
180.7531380753138,6.331500680795622e-07,9.366503092576108e-06,1.2631991465251843e-06,3.468393443076373e-10,0.00613917655357126,0.005415715184473811
361.5062761506276,6.331280949296949e-07,9.36617803286821e-06,1.2637396774199826e-06,6.938722020755643e-10,0.0034323421031310455,0.008446027039917184
542.2594142259414,6.331061155951413e-07,9.365852881667179e-06,1.2640228263043973e-06,1.0410027376621552e-09,0.0019186048159377388,0.010140595871071675
723.0125523012553,6.330841334737555e-07,9.365527689239158e-06,1.2641618264810915e-06,1.3881772870691915e-09,0.0010723484108524281,0.011087927436301943
903.7656903765691,6.330621504673607e-07,9.365202483718754e-06,1.2642201762965067e-06,1.7353658138689732e-09,0.0005993279488598299,0.011617439579110546
1084.5188284518829,6.330401676395962e-07,9.364877280840924e-06,1.2642334279008142e-06,2.0825515194660638e-09,0.00033495430759588013,0.011913385720470954
1265.2719665271966,6.330181855850703e-07,9.364552089401994e-06,1.2642214698740884e-06,2.4297250129203694e-09,0.0001872003413906893,0.012078785014457248
1446.0251046025105,6.329962046360744e-07,9.364226914317716e-06,1.2641954226720014e-06,2.776881046193992e-09,0.0001046241809644635,0.01217122289287393
1626.7782426778244,6.329742249782531e-07,9.363901758334421e-06,1.2641615025285968e-06,3.1240166873091766e-09,5.847421245569619e-05,0.012222884501314635
1807.5313807531381,6.329522467152855e-07,9.363576622985891e-06,1.2641231837885337e-06,3.4711302988073816e-09,3.2681714183352825e-05,0.01225175746779255
1988.2845188284518,6.329302699050417e-07,9.363251509128235e-06,1.2640824081758242e-06,3.81822096670977e-09,1.8266449300596305e-05,0.012267894447255968
2169.0376569037658,6.329082945797931e-07,9.36292641723884e-06,1.2640402608433012e-06,4.165288181351098e-09,1.0209693219170321e-05,0.01227691351265813
2349.7907949790797,6.328863207575038e-07,9.362601347583468e-06,1.2639973482366523e-06,4.51233165901223e-09,5.7066434060884275e-06,0.012281954432795573
2530.543933054393,6.328643484481431e-07,9.3622763003096e-06,1.2639540092749128e-06,4.859351242241461e-09,3.1897637980033167e-06,0.012284771954550616
2711.297071129707,6.328423776572123e-07,9.361951275498624e-06,1.2639104333699337e-06,5.2063468441506355e-09,1.7829782347901133e-06,0.012286346787607883
2892.050209205021,6.328204083877164e-07,9.361626273194981e-06,1.2638667263796894e-06,5.553318417286563e-09,9.966514690668385e-07,0.012287227048626054
3072.803347280335,6.327984406412644e-07,9.361301293422485e-06,1.2638229474670387e-06,5.900265936234591e-09,5.571220270923588e-07,0.012287719086097782
3253.556485355649,6.327764744186853e-07,9.360976336193401e-06,1.2637791296980933e-06,6.247189387896734e-09,3.1143476201755676e-07,0.012287994125331833
3434.3096234309623,6.327545097203732e-07,9.360651401513552e-06,1.2637352915538203e-06,6.594088766058496e-09,1.7409798819218768e-07,0.012288147870205718
3615.0627615062763,6.327325465464777e-07,9.360326489385154e-06,1.2636914433636224e-06,6.940964068352391e-09,9.732630412921037e-08,0.012288233814425023
3795.81589958159,6.327105848970126e-07,9.360001599808412e-06,1.2636475909008546e-06,7.287815294560948e-09,5.4409722613037885e-08,0.012288281858797516
3976.5690376569037,6.326886247719155e-07,9.359676732782403e-06,1.2636037373922046e-06,7.634642445668326e-09,3.0419050287480116e-08,0.012288308716052632
4157.322175732218,6.326666661710818e-07,9.359351888305573e-06,1.2635598846414297e-06,7.981445523329928e-09,1.7007749106997277e-08,0.012288323729897434
4338.0753138075315,6.326447090943825e-07,9.359027066376026e-06,1.2635160336568513e-06,8.32822452957626e-09,9.50920748681612e-09,0.01228833212448982
