Time (s),[ps],[e_ps],[b_ps],[so],[fa],[ofa]
0.0,1e-06,0.0,0.0,0.0,0.00100531722303704,0.0
63.1578947368421,-4.0216855153326666e-18,4.580206065181212e-12,9.99995419796435e-07,4.898693898435716e-17,0.0010053172222715405,7.654979698284213e-13
126.3157894736842,-2.2592892608699184e-20,4.580206065181212e-12,9.99995419792436e-07,4.8986938984722744e-17,0.001005317221506042,1.530996416708332e-12
189.4736842105263,-1.9816788556152115e-20,4.580206065181212e-12,9.999954197924332e-07,4.8986938985088314e-17,0.0010053172207405436,2.296494861273885e-12
252.6315789473684,-1.7040684503605045e-20,4.580206065181212e-12,9.999954197924302e-07,4.898693898545388e-17,0.0010053172199750453,3.0619933058394378e-12
315.7894736842105,-1.4264580451057978e-20,4.580206065181212e-12,9.999954197924274e-07,4.898693898581945e-17,0.0010053172192095467,3.827491750404991e-12
378.9473684210526,-1.1488476398510913e-20,4.580206065181212e-12,9.999954197924247e-07,4.898693898618502e-17,0.0010053172184440484,4.592990194970543e-12
442.10526315789474,-8.712372345963847e-21,4.580206065181212e-12,9.99995419792422e-07,4.8986938986550597e-17,0.0010053172176785498,5.358488639536095e-12
505.2631578947368,-5.936268293416778e-21,4.580206065181212e-12,9.999954197924192e-07,4.8986938986916166e-17,0.0010053172169130515,6.1239870841016476e-12
568.421052631579,-3.1601642408697098e-21,4.580206065181212e-12,9.999954197924164e-07,4.8986938987281735e-17,0.001005317216147553,6.8894855286672004e-12
631.578947368421,-3.8406018832264395e-22,4.580206065181212e-12,9.999954197924137e-07,4.8986938987647304e-17,0.0010053172153820546,7.654983973232752e-12
694.7368421052631,-8.170225396748337e-24,4.580206065181212e-12,9.999954197924133e-07,4.8986938988012874e-17,0.0010053172146165562,8.420482374516157e-12
757.8947368421052,-8.075097015780581e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693898837845e-17,0.0010053172138510577,9.185980769022993e-12
821.0526315789473,-7.979968634812823e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693898874402e-17,0.0010053172130855593,9.951479163529842e-12
884.2105263157895,-7.884840253845067e-24,4.580206065181212e-12,9.999954197924133e-07,4.8986938989109594e-17,0.001005317212320061,1.0716977558036665e-11
947.3684210526316,-7.78971187287731e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693898947516e-17,0.0010053172115545626,1.1482475952543514e-11
1010.5263157894736,-7.694583491909555e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693898984074e-17,0.001005317210789064,1.224797434705035e-11
1073.6842105263158,-7.599455110941796e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693899020631e-17,0.0010053172100235657,1.3013472741557199e-11
1136.842105263158,-7.50432672997404e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693899057188e-17,0.0010053172092580674,1.3778971136064035e-11
1200.0,-7.409198349006283e-24,4.580206065181212e-12,9.999954197924133e-07,4.898693899093745e-17,0.001005317208492569,1.454446953057087e-11
