time (hr),oxidation,excitation,log10-oxidation,log10-excitation,inactivation,log10-inactivation
0.0502092050209205,0.6911047900189619,0.9363928076600868,0.5101888262240678,1.1964937740224901,0.9997753943804235,3.6485793819991867
0.100418410041841,0.9046302228556172,0.9363863488016578,1.0205892322033323,1.1964496767425241,0.9999983892269084,5.792965634017225
0.1506276150627615,0.9705594670909121,0.9363798899875013,1.5310543330104374,1.196405584241862,0.999999910339934,7.047400945594598
0.200836820083682,0.9909121669095086,0.9363734312178095,2.0415396579253327,1.1963614965208142,0.9999999884337695,7.936808155934547
0.2510460251046025,0.9971947462604298,0.9363669724926407,2.552027850018783,1.1963174135787789,0.999999997623761,8.624109883583575
0.301255230125523,0.9991340646771997,0.9363605138120134,3.0625145444721302,1.1962733354148802,0.999999999336169,9.177942476921563
0.3514644351464435,0.9997326983573694,0.9363540551759331,3.5729983723949967,1.1962292620281556,0.9999999997644005,9.627825562055358
0.401673640167364,0.9999174872461042,0.9363475965844011,4.0834789178927595,1.196185193417614,0.9999999998958953,9.982529559387926
0.4518828451882846,0.9999745291156983,0.9363411380374177,4.593955976878226,1.1961411295822557,0.9999999999428879,10.243271925125562
0.502092050209205,0.999992136965728,0.9363346795349821,5.104409831402342,1.196097070521077,0.9999999999617631,10.417517800375476
0.5523012552301255,0.9999975726123554,0.936328221077095,5.6148608629561885,1.1960530162330834,0.9999999999700823,10.524071289594653
0.602510460251046,0.9999992503984275,0.9363217626637577,6.125169511075809,1.1960089667172833,0.9999999999740367,10.585639396092411
0.6527196652719666,0.9999997684874564,0.9363153042949666,6.635425473500704,1.195964921972655,0.9999999999760378,10.620473935065938
0.702928870292887,0.9999999284726451,0.9363088459707217,7.145527834811093,1.1959208819981992,0.9999999999771059,10.640275835809248
0.7531380753138075,0.9999999777442437,0.9363023876910247,7.6525576418849095,1.195876846792929,0.9999999999777022,10.651737395103707
0.803347280334728,0.9999999930549359,0.9362959294558746,8.15832374284262,1.1958328163558403,0.9999999999780483,10.658532578914294
0.8535564853556485,0.9999999974431957,0.9362894712652772,8.592302507929256,1.195788790685975,0.9999999999782563,10.66266619430712
0.9037656903765692,0.9999999989200433,0.9362830131192235,8.966593665041684,1.1957447697822745,0.9999999999783851,10.665246125072368
0.9539748953974896,0.9999999997046823,0.9362765550177093,9.529710582595875,1.1957007536437139,0.999999999978467,10.666895507861087
1.00418410041841,0.9999999998644924,0.936270096960743,9.868036330056997,1.1956567422693527,0.9999999999785205,10.667976138534
1.0543933054393306,0.9999999999483687,0.9362636389483228,10.287087319890546,1.1956127356581823,0.999999999978556,10.668695057710163
