Time (s),[o],[so],[bcfa],[ofa]
0.0,127034295442.329,0.0,0.00391508953809774,0.0
0.010000833402783566,127034295442.329,1.393505137450151e-07,0.0039150895354169565,2.680783317131305e-12
0.02000166680556713,127034295442.329,2.7869633827382524e-07,0.003915089528046275,1.005146472881217e-11
0.0300025002083507,127034295442.329,4.1803733355569275e-07,0.00391508951584624,2.2251499361376844e-11
0.04000333361113426,127034295442.329,5.573734075335882e-07,0.00391508949872502,3.937272013376014e-11
0.05000416701391783,127034295442.329,6.967050884821467e-07,0.0039150894772108195,6.088692022886764e-11
0.0600050004167014,127034295442.329,8.360328892770813e-07,0.00391508945181645,8.628128977494197e-11
0.07000583381948496,127034295442.329,9.753563622845513e-07,0.003915089422094334,1.1600340514736288e-10
0.08000666722226853,127034295442.329,1.1146756357147983e-06,0.003915089388159762,1.499379765295586e-10
0.0900075006250521,127034295442.329,1.2539920142207669e-06,0.003915089351185911,1.8691182777188595e-10
0.10000833402783565,127034295442.329,1.3933047475174904e-06,0.003915089310498106,2.27599633646921e-10
0.11000916743061923,127034295442.329,1.5326138356049683e-06,0.003915089266096345,2.7200139415466376e-10
0.1200100008334028,127034295442.329,1.6719200592212923e-06,0.0039150892188417295,3.192560097229307e-10
0.13001083423618637,127034295442.329,1.8112233393252367e-06,0.003915089168647082,3.694506573007382e-10
0.1400116676389699,127034295442.329,1.9505234802105007e-06,0.003915089115296552,4.228011872666246e-10
0.15001250104175348,127034295442.329,2.0898208260534777e-06,0.003915089059148553,4.789491853718422e-10
0.16001333444453705,127034295442.329,2.2291158870023807e-06,0.003915089000734339,5.373633996448493e-10
0.17001416784732062,127034295442.329,2.3684082746202117e-06,0.003915088939649402,5.984483359055283e-10
0.1800150012501042,127034295442.329,2.5076980142807037e-06,0.0039150888759195025,6.621782362763541e-10
0.19001583465288774,127034295442.329,2.646985959629227e-06,0.0039150888104112075,7.27686531652585e-10
0.2000166680556713,127034295442.329,2.7862716399036216e-06,0.003915088742646627,7.954511112817783e-10
0.21001750145845488,127034295442.329,2.9255550551038874e-06,0.003915088672625764,8.654719751639345e-10
0.22001833486123845,127034295442.329,3.064836685560202e-06,0.003915088600830578,9.372671618969028e-10
0.23001916826402202,127034295442.329,3.2041165717820084e-06,0.003915088527301715,1.0107960244668559e-09
0.2400200016668056,127034295442.329,3.343394543234386e-06,0.003915088451868063,1.0862296769381704e-09
0.25002083506958916,127034295442.329,3.4826707763869962e-06,0.00391508837470575,1.1633919900544531e-09
0.26002166847237274,127034295442.329,3.621945663013584e-06,0.003915088296205794,1.2418919457880639e-09
0.27002250187515625,127034295442.329,3.761218932667815e-06,0.003915088216098271,1.3219994687924744e-09
0.2800233352779398,127034295442.329,3.900490585349688e-06,0.003915088134383181,1.4037145590676843e-09
0.2900241686807234,127034295442.329,4.039761146738082e-06,0.003915088051583919,1.486513820480961e-09
0.30002500208350696,127034295442.329,4.17903035798352e-06,0.003915087967442762,1.5706549784639972e-09
0.31002583548629054,127034295442.329,4.318298204368114e-06,0.003915087881945053,1.6561526869913383e-09
0.3200266688890741,127034295442.329,4.4575649425019445e-06,0.00391508779534601,1.7427517295773486e-09
0.3300275022918577,127034295442.329,4.5968306527414075e-06,0.003915087707725554,1.8303721862248527e-09
0.34002833569464125,127034295442.329,4.736095211159649e-06,0.003915087618960429,1.9191373107674465e-09
0.3500291690974248,127034295442.329,4.875358698981644e-06,0.0039150875291313805,2.0089663589523173e-09
0.3600300025002084,127034295442.329,5.014621390667601e-06,0.003915087438511245,2.0995864949442215e-09
0.37003083590299196,127034295442.329,5.1538831104070635e-06,0.003915087346925251,2.1911724886782267e-09
0.3800316693057755,127034295442.329,5.293143858200032e-06,0.003915087254373399,2.2837243401543324e-09
0.39003250270855905,127034295442.329,5.432403922188981e-06,0.003915087161142065,2.3769556748075547e-09
0.4000333361113426,127034295442.329,5.571663192428154e-06,0.003915087067121977,2.4709757638207284e-09
0.4100341695141262,127034295442.329,5.71092164253818e-06,0.003915086972286915,2.5658108247100026e-09
0.42003500291690976,127034295442.329,5.850179406145025e-06,0.003915086876769676,2.661328064224395e-09
0.43003583631969333,127034295442.329,5.9894365637614246e-06,0.003915086780650269,2.7574474713555566e-09
0.4400366697224769,127034295442.329,6.128693029364505e-06,0.003915086683843208,2.854254532912624e-09
0.4500375031252605,127034295442.329,6.267948831810416e-06,0.003915086586375688,2.9517220516185357e-09
0.46003833652804405,127034295442.329,6.4072041428039065e-06,0.003915086488409546,3.049688193643685e-09
0.4700391699308276,127034295442.329,6.546458888250671e-06,0.003915086389874946,3.1482227937781366e-09
0.4800400033336112,127034295442.329,6.685713083816296e-06,0.0039150862907866525,3.2473110870150105e-09
0.4900408367363947,127034295442.329,6.824966745166367e-06,0.003915086191159431,3.3469383083474273e-09
0.5000416701391783,127034295442.329,6.964219891288796e-06,0.003915086091011965,3.447085774404166e-09
0.5100425035419619,127034295442.329,7.10347263327453e-06,0.003915085990471565,3.5476261751834497e-09
0.5200433369447455,127034295442.329,7.242724941626327e-06,0.003915085889499729,3.6485980108662252e-09
0.530044170347529,127034295442.329,7.3819768406824736e-06,0.003915085788121452,3.749976287836967e-09
0.5400450037503125,127034295442.329,7.521228354781251e-06,0.0039150856863617274,3.851736012480148e-09
0.5500458371530961,127034295442.329,7.66047950826094e-06,0.003915085584245548,3.9538521911802415e-09
0.5600466705558796,127034295442.329,7.79973029569577e-06,0.003915085481777577,4.056320163025287e-09
0.5700475039586632,127034295442.329,7.93898075127862e-06,0.003915085378989537,4.1591082024319995e-09
0.5800483373614468,127034295442.329,8.078230898740064e-06,0.0039150852759060085,4.262191730929179e-09
0.5900491707642304,127034295442.329,8.21748075950527e-06,0.003915085172549995,4.3655477449361084e-09
0.6000500041670139,127034295442.329,8.356730354999404e-06,0.003915085068944498,4.469153240872071e-09
0.6100508375697975,127034295442.329,8.495979624079932e-06,0.003915084964997103,4.573100636641681e-09
0.6200516709725811,127034295442.329,8.635228608184696e-06,0.003915084860758787,4.67733895292627e-09
0.6300525043753646,127034295442.329,8.774477345463752e-06,0.0039150847562759335,4.781821806400272e-09
0.6400533377781482,127034295442.329,8.913725854361023e-06,0.003915084651567379,4.886530360971332e-09
0.6500541711809318,127034295442.329,9.052974153320428e-06,0.003915084546651959,4.991445780547098e-09
0.6600550045837154,127034295442.329,9.192222260785886e-06,0.0039150844415485105,5.096549229035216e-09
0.6700558379864989,127034295442.329,9.33147019520132e-06,0.003915084336275869,5.201821870343332e-09
0.6800566713892825,127034295442.329,9.470717975010648e-06,0.003915084230852872,5.3072448683790916e-09
0.6900575047920661,127034295442.329,9.60996561865779e-06,0.0039150841252983525,5.412799387050142e-09
0.7000583381948496,127034295442.329,9.749212939528487e-06,0.003915084019457104,5.51864063631067e-09
