Time (s),[ps],[e_ps],[b_ps],[mo],[so],[fa],[ofa]
0.0,1e-05,0.0,0.0,0.000281260547270523,0.0,0.00690297607339422,0.0
615.3846153846154,3.5895204596416127e-07,9.641047800312655e-06,1.537419236591273e-13,0.0002774092466644665,3.85130060605694e-06,2.836119438157315e-06,0.006900139953956063
1230.7692307692307,3.5895204044609425e-07,9.641047652107539e-06,3.0748384493342345e-13,0.00027740924459674905,3.851302673774447e-06,1.1660375126737605e-09,0.006902974907356708
1846.1538461538462,3.5895203492817287e-07,9.64104750390227e-06,4.612257638443437e-13,0.00027740924465426776,3.851302616255584e-06,7.534962635156284e-13,0.006902976072640724
2461.5384615384614,3.589520294102513e-07,9.641047355697002e-06,6.149676803918956e-13,0.00027740924471265997,3.851302557863444e-06,-1.0509749760383645e-13,0.0069029760734993185
3076.9230769230767,3.589520238923299e-07,9.641047207491735e-06,7.687095945760788e-13,0.0002774092447710528,3.851302499470567e-06,1.701356919651686e-14,0.006902976073377208
3692.3076923076924,3.5895201837436996e-07,9.641047059286507e-06,9.224515063968926e-13,0.0002774092448294479,3.85130244107549e-06,2.2098738639249785e-12,0.006902976071184347
4307.692307692308,3.5895201285648236e-07,9.641046911081207e-06,1.0761934158543382e-12,0.000277409244887838,3.851302382685363e-06,-5.754576040929382e-13,0.006902976073969679
4923.076923076923,3.589520073385658e-07,9.641046762875935e-06,1.2299353229484178e-12,0.0002774092449462315,3.851302324291902e-06,4.404933280341573e-13,0.006902976072953728
5538.461538461538,3.5895200182064446e-07,9.641046614670667e-06,1.3836772276791286e-12,0.0002774092450046237,3.851302265899657e-06,-2.76076989277791e-13,0.006902976073670298
6153.846153846153,3.589519963027231e-07,9.6410464664654e-06,1.5374191300464716e-12,0.00027740924506301686,3.851302207506555e-06,1.4928591065729439e-13,0.006902976073244935
6769.230769230769,3.589519907848018e-07,9.641046318260135e-06,1.691161030050446e-12,0.0002774092451214095,3.8513021491139386e-06,-7.100829822409377e-14,0.00690297607346523
7384.615384615385,3.589519852668804e-07,9.641046170054867e-06,1.8449029276910524e-12,0.00027740924517980235,3.8513020907210805e-06,2.908771830097205e-14,0.006902976073365133
8000.0,3.58951979748959e-07,9.641046021849602e-06,1.998644822968291e-12,0.00027740924523819493,3.851302032328461e-06,-1.8547675718963916e-13,0.006902976073579699
8615.384615384615,3.589519742310377e-07,9.641045873644333e-06,2.152386715882161e-12,0.0002774092452965877,3.851301973935732e-06,-2.5724971298385095e-13,0.006902976073651471
9230.76923076923,3.5895196871311636e-07,9.641045725439067e-06,2.3061286064326633e-12,0.0002774092453549806,3.851301915542808e-06,-7.170147491581142e-14,0.0069029760734659225
9846.153846153846,3.5895196319519503e-07,9.6410455772338e-06,2.459870494619797e-12,0.0002774092454133735,3.851301857149951e-06,2.5879355273694005e-14,0.006902976073368341
10461.538461538461,3.589519576772745e-07,9.641045429028533e-06,2.613612380443563e-12,0.00027740924547176634,3.851301798757096e-06,1.261710811984899e-13,0.0069029760732680495
11076.923076923076,3.589519521593526e-07,9.641045280823265e-06,2.76735426390396e-12,0.0002774092455301591,3.851301740364361e-06,6.012228424441674e-14,0.006902976073334098
11692.307692307691,3.589519466414319e-07,9.641045132617998e-06,2.9210961450009896e-12,0.0002774092455885519,3.851301681971563e-06,8.484103924973312e-14,0.006902976073309379
12307.692307692307,3.589519411235094e-07,9.641044984412731e-06,3.074838023734651e-12,0.0002774092456469446,3.8513016235788195e-06,2.636250217285945e-14,0.006902976073367859
12923.076923076922,3.5895193560558816e-07,9.641044836207465e-06,3.228579900104944e-12,0.0002774092457053374,3.851301565186041e-06,2.040944209270306e-14,0.006902976073373812
13538.461538461537,3.589519300876667e-07,9.6410446880022e-06,3.3823217741118684e-12,0.00027740924576373017,3.851301506793269e-06,3.2180309187259196e-15,0.006902976073391003
14153.846153846152,3.5895192456974524e-07,9.641044539796933e-06,3.536063645755425e-12,0.00027740924582212297,3.851301448400488e-06,7.722843000752239e-16,0.006902976073393449
14769.23076923077,3.5895191905182385e-07,9.641044391591666e-06,3.689805515035614e-12,0.00027740924588051576,3.851301390007704e-06,2.7559794994816572e-15,0.0069029760733914656
15384.615384615385,3.589519135339025e-07,9.6410442433864e-06,3.843547381952434e-12,0.0002774092459389085,3.851301331614917e-06,7.405669768553171e-15,0.006902976073386816
16000.0,3.589519080159812e-07,9.641044095181133e-06,3.997289246505886e-12,0.0002774092459973013,3.851301273222134e-06,7.088479784060797e-15,0.006902976073387133
16615.384615384613,3.5895190249805996e-07,9.641043946975866e-06,4.15103110869597e-12,0.0002774092460556941,3.851301214829343e-06,1.616462480702945e-14,0.006902976073378057
17230.76923076923,3.5895189698013927e-07,9.6410437987706e-06,4.304772968522685e-12,0.00027740924611408696,3.851301156436525e-06,5.728787828543297e-14,0.006902976073336934
17846.153846153844,3.5895189146221873e-07,9.641043650565331e-06,4.458514825986033e-12,0.00027740924617247975,3.851301098043697e-06,1.0908125898846945e-13,0.00690297607328514
18461.53846153846,3.5895188594429825e-07,9.641043502360065e-06,4.612256681086011e-12,0.0002774092462308726,3.851301039650869e-06,1.613614357075132e-13,0.006902976073232861
19076.923076923074,3.5895188042637745e-07,9.641043354154796e-06,4.765998533822622e-12,0.0002774092462892654,3.8513009812580545e-06,1.9943522526455045e-13,0.006902976073194786
19692.30769230769,3.589518749084561e-07,9.64104320594953e-06,4.9197403841958634e-12,0.0002774092463476582,3.8513009228652675e-06,2.040995925121771e-13,0.006902976073190122
