Time (s),[ps],[e_ps],[mo],[so],[fa],[ofa]
0.0,237329.457756178,0.0,2.81260547270523e-07,0.0,0.00100531722303704,0.0
603.0150753768844,233567.10576670343,3762.3519894746014,2.812579838763122e-07,5.07931930726483e-14,0.0010053172205244391,2.512601017599116e-12
1206.0301507537688,229864.39834701348,7465.059409164523,2.8125546039579834e-07,1.0078025563555505e-13,0.0010053172180509457,4.986094469194227e-12
1809.0452261306532,226220.3925542404,11109.065201937621,2.812529772560419e-07,1.4997395619941112e-13,0.0010053172156169997,7.420040525832372e-12
2412.0603015075376,222634.15729690972,14695.300459268297,2.812505327556994e-07,1.983869255039859e-13,0.0010053172132209124,9.816127899678665e-12
3015.075376884422,219104.77506819068,18224.68268798734,2.812481273442477e-07,2.460315790889757e-13,0.0010053172108631457,1.2173894698218351e-11
3618.0904522613064,215631.34394992774,21698.113806250276,2.812457602026248e-07,2.929201187647743e-13,0.0010053172085428925,1.44941477821189e-11
4221.10552763819,212212.97771235617,25116.480043821863,2.812434306263892e-07,3.390645599051218e-13,0.0010053172062594608,1.6777579577253875e-11
4824.120603015075,208848.81216832544,28480.64558785259,2.812411380250089e-07,3.844766007044572e-13,0.0010053172040122714,1.9024768917380253e-11
5427.13567839196,205537.98342661472,31791.474329563323,2.8123888180798093e-07,4.2916793695967456e-13,0.0010053172018007457,2.1236294609451362e-11
6030.150753768844,202279.6379836344,35049.81977254366,2.812366613918438e-07,4.731501253475138e-13,0.0010053171996243118,2.3412728558324106e-11
6633.165829145728,199072.95947959065,38256.4982765874,2.812344762187249e-07,5.164342179834838e-13,0.001005317197482423,2.5554617584653694e-11
7236.180904522613,195917.10023391971,41412.357522258324,2.81232325709108e-07,5.590316935882703e-13,0.0010053171953745108,2.766252972592879e-11
7839.195979899498,192811.2759087073,44518.181847470754,2.8123020932719956e-07,6.009531646280972e-13,0.0010053171933000504,2.9736990163443554e-11
8442.21105527638,189754.6796312688,47574.778124909244,2.8122812652156886e-07,6.422095541182215e-13,0.001005317191258501,3.177853940504791e-11
9045.226130653265,186746.5302421209,50582.927514057155,2.81226076758428e-07,6.828114353803808e-13,0.0010053171892493397,3.3787700665423225e-11
9648.24120603015,183786.0659051467,53543.39185103135,2.812240595171989e-07,7.227691200080294e-13,0.001005317187272056,3.576498421085479e-11
10251.256281407035,180872.53064579683,56456.927110381235,2.8122207428138e-07,7.620928389255497e-13,0.0010053171853261441,3.771089631195639e-11
10854.27135678392,178005.1793061765,59324.2784500016,2.812201205419139e-07,8.007926755647741e-13,0.0010053171834111046,3.9625935942149705e-11
11457.286432160803,175183.2840792718,62146.17367690626,2.812181978016025e-07,8.388784784574306e-13,0.00100531718152645,4.1510590450832975e-11
12060.301507537688,172406.12152778354,64923.33622839452,2.8121630556623635e-07,8.76360036940389e-13,0.0010053171796716963,4.336534425814567e-11
12663.316582914573,169672.98016106823,67656.47759510984,2.8121444334979765e-07,9.132469780929721e-13,0.0010053171778463667,4.519067375499016e-11
13266.331658291456,166983.16742335644,70346.29033282163,2.8121261067927247e-07,9.49548671400155e-13,0.0010053171760499979,4.6987042585403903e-11
13869.34673366834,164336.0010540375,72993.45670214057,2.8121080708870095e-07,9.852743466199215e-13,0.001005317174282133,4.8754907479084976e-11
14472.361809045226,161730.79214395522,75598.66561222286,2.8120903210749266e-07,1.020433325277277e-12,0.0010053171725423109,5.049472970670948e-11
